iteration,participant_stages_at_the_start_of_this_round,should_revert_to_max_likelihood_order,new_order_to_test,all_participant_ln_likelihood,max_likelihood_up_until_now,all_participant_ln_likelihood_is_larger,accepted_order,accepted_likelihood,participant_stages_at_the_end_of_iteration,acceptance_ratio,actualy_reverted
66,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 2 4 2 5 1 3 4 2 5 5 1 2 1 1 4 1 1 5 2 4 5 1 5 3 4 2 4 2
 4 4 1 2 1 2 3 2 5 3 5 5 1 2 5 1 4 5 1 3 4 3 5 1 4 1 2 1 4 4 3 4 1 1 2 1 5
 1 4 5 1 2 3 5 5 5 4 3 4 5 4 4 2 3 4 4 1 4 4 5 3 3 3 2 4 4 3 4 5 1]",False,"{'FCI(HIP)': 5, 'GMI(HIP)': 2, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-907.6104091197026,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-882.156867975876,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 3 1 2 1 5 1 2 4 4 4 2 1 4 1 1 3 1 1 4 2 4 3 1 2 2 4 1 4 1
 2 1 1 1 1 2 1 3 1 3 1 5 1 4 4 3 1 3 1 3 2 2 5 1 4 3 1 2 4 3 5 1 5 1 1 1 4
 4 3 4 2 3 5 4 5 5 3 5 1 4 3 4 5 1 2 3 2 5 5 5 3 2 3 5 4 5 2 5 4 4]",10.606060606060606,
67,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 3 1 2 1 5 1 2 4 4 4 2 1 4 1 1 3 1 1 4 2 4 3 1 2 2 4 1 4 1
 2 1 1 1 1 2 1 3 1 3 1 5 1 4 4 3 1 3 1 3 2 2 5 1 4 3 1 2 4 3 5 1 5 1 1 1 4
 4 3 4 2 3 5 4 5 5 3 5 1 4 3 4 5 1 2 3 2 5 5 5 3 2 3 5 4 5 2 5 4 4]",False,"{'FCI(HIP)': 4, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 3}",-906.8323680177093,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-882.156867975876,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 4 1 1 1 1 1 3 4 2 4 1 1 1 3 3 1 1 5 4 4 1 2 1 1 2 4 4 4 5
 4 4 1 1 1 4 2 2 1 4 1 1 2 3 4 2 2 2 1 3 2 2 5 1 5 1 2 1 1 4 5 1 3 1 1 2 4
 2 4 5 4 2 2 4 4 3 5 3 5 4 3 5 4 4 3 5 1 2 3 5 1 3 1 5 5 5 5 4 4 1]",10.447761194029852,
68,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 4 1 1 1 1 1 3 4 2 4 1 1 1 3 3 1 1 5 4 4 1 2 1 1 2 4 4 4 5
 4 4 1 1 1 4 2 2 1 4 1 1 2 3 4 2 2 2 1 3 2 2 5 1 5 1 2 1 1 4 5 1 3 1 1 2 4
 2 4 5 4 2 2 4 4 3 5 3 5 4 3 5 4 4 3 5 1 2 3 5 1 3 1 5 5 5 5 4 4 1]",False,"{'FCI(HIP)': 5, 'GMI(HIP)': 2, 'FCI(Fusi)': 4, 'FCI(PCC)': 1, 'GMI(FUS)': 3}",-898.7487119583769,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-882.156867975876,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 2 1 2 1 1 1 5 5 1 3 1 1 1 1 1 1 1 2 3 5 4 5 1 1 3 3 4 3 4
 2 1 1 1 1 4 1 3 1 2 5 1 1 3 5 1 2 2 1 3 3 3 5 1 3 1 2 1 1 3 4 1 2 1 2 1 4
 5 3 5 4 4 5 5 3 2 4 4 5 3 5 5 5 5 2 5 1 2 4 5 3 2 1 5 3 3 2 4 4 2]",10.294117647058824,
69,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 2 1 2 1 1 1 5 5 1 3 1 1 1 1 1 1 1 2 3 5 4 5 1 1 3 3 4 3 4
 2 1 1 1 1 4 1 3 1 2 5 1 1 3 5 1 2 2 1 3 3 3 5 1 3 1 2 1 1 3 4 1 2 1 2 1 4
 5 3 5 4 4 5 5 3 2 4 4 5 3 5 5 5 5 2 5 1 2 4 5 3 2 1 5 3 3 2 4 4 2]",False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-904.0681891623465,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-882.156867975876,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 3 2 1 1 5 1 4 2 1 4 4 1 1 1 3 1 1 1 4 2 2 3 2 3 2 4 1 5 4
 1 1 2 2 1 4 1 5 4 4 5 1 2 2 5 3 2 2 2 3 2 4 4 1 5 1 1 1 1 3 4 1 1 1 1 3 5
 1 4 5 2 3 3 5 5 1 4 4 5 2 3 5 2 5 2 5 2 1 5 3 3 2 1 4 5 4 3 5 4 1]",10.144927536231885,
70,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 3 2 1 1 5 1 4 2 1 4 4 1 1 1 3 1 1 1 4 2 2 3 2 3 2 4 1 5 4
 1 1 2 2 1 4 1 5 4 4 5 1 2 2 5 3 2 2 2 3 2 4 4 1 5 1 1 1 1 3 4 1 1 1 1 3 5
 1 4 5 2 3 3 5 5 1 4 4 5 2 3 5 2 5 2 5 2 1 5 3 3 2 1 4 5 4 3 5 4 1]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 3, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-898.2865748052662,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-882.156867975876,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 2 1 1 1 3 3 4 2 5 1 1 1 2 4 3 2 2 4 4 4 4 3 2 2 4 2 4 2
 3 1 4 3 2 2 3 2 4 2 1 2 1 5 5 2 2 2 2 1 3 5 5 2 5 2 5 2 2 2 4 1 2 1 2 2 5
 2 4 5 2 2 4 1 4 2 2 3 1 4 5 1 3 5 3 1 2 1 5 4 2 3 2 4 5 5 4 5 5 2]",10.0,
71,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 2 1 1 1 3 3 4 2 5 1 1 1 2 4 3 2 2 4 4 4 4 3 2 2 4 2 4 2
 3 1 4 3 2 2 3 2 4 2 1 2 1 5 5 2 2 2 2 1 3 5 5 2 5 2 5 2 2 2 4 1 2 1 2 2 5
 2 4 5 2 2 4 1 4 2 2 3 1 4 5 1 3 5 3 1 2 1 5 4 2 3 2 4 5 5 4 5 5 2]",False,"{'FCI(HIP)': 5, 'GMI(HIP)': 2, 'FCI(Fusi)': 1, 'FCI(PCC)': 3, 'GMI(FUS)': 4}",-913.8437864556224,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-882.156867975876,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 2 1 2 1 1 3 5 4 2 5 2 2 5 1 3 2 1 4 5 4 4 1 3 1 2 4 2 5 5
 5 2 2 1 1 2 1 2 1 3 5 1 1 3 5 1 1 5 3 3 2 2 4 1 5 4 1 2 1 4 1 1 1 4 3 1 5
 4 5 4 4 2 2 3 4 3 1 3 2 5 3 5 5 2 5 1 2 1 4 4 4 3 4 4 4 2 3 5 4 1]",9.859154929577464,
72,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 2 1 2 1 1 3 5 4 2 5 2 2 5 1 3 2 1 4 5 4 4 1 3 1 2 4 2 5 5
 5 2 2 1 1 2 1 2 1 3 5 1 1 3 5 1 1 5 3 3 2 2 4 1 5 4 1 2 1 4 1 1 1 4 3 1 5
 4 5 4 4 2 2 3 4 3 1 3 2 5 3 5 5 2 5 1 2 1 4 4 4 3 4 4 4 2 3 5 4 1]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 5, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-925.8365465328052,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-882.156867975876,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 2 3 1 3 3 2 2 3 2 5 2 1 3 3 3 1 3 3 5 4 2 5 1 2 3 5 1 4 3
 4 1 3 2 2 5 1 4 3 1 4 2 2 5 5 2 2 2 2 5 5 3 5 4 4 3 4 3 1 1 5 3 3 2 2 4 5
 2 4 5 3 1 2 4 5 3 5 5 4 4 5 1 5 5 2 4 1 3 4 5 1 2 4 5 5 3 1 5 5 4]",9.722222222222221,
73,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 2 3 1 3 3 2 2 3 2 5 2 1 3 3 3 1 3 3 5 4 2 5 1 2 3 5 1 4 3
 4 1 3 2 2 5 1 4 3 1 4 2 2 5 5 2 2 2 2 5 5 3 5 4 4 3 4 3 1 1 5 3 3 2 2 4 5
 2 4 5 3 1 2 4 5 3 5 5 4 4 5 1 5 5 2 4 1 3 4 5 1 2 4 5 5 3 1 5 5 4]",False,"{'FCI(HIP)': 3, 'GMI(HIP)': 5, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-894.2999389532132,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-882.156867975876,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 3 1 2 1 2 3 2 5 1 5 1 1 1 3 3 2 2 3 5 5 2 4 1 2 3 5 4 4 4
 3 3 1 3 4 1 3 1 3 3 1 3 3 5 5 3 1 1 3 1 3 5 5 1 5 1 4 2 3 1 4 1 3 1 1 2 5
 1 5 5 1 3 3 4 5 2 5 5 3 5 5 3 4 1 5 4 1 3 5 5 3 3 2 5 5 5 2 5 5 2]",9.58904109589041,
74,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 3 1 2 1 2 3 2 5 1 5 1 1 1 3 3 2 2 3 5 5 2 4 1 2 3 5 4 4 4
 3 3 1 3 4 1 3 1 3 3 1 3 3 5 5 3 1 1 3 1 3 5 5 1 5 1 4 2 3 1 4 1 3 1 1 2 5
 1 5 5 1 3 3 4 5 2 5 5 3 5 5 3 4 1 5 4 1 3 5 5 3 3 2 5 5 5 2 5 5 2]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 5, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-885.0846088566027,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-882.156867975876,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 3 2 3 3 2 1 5 2 5 2 1 1 2 3 2 1 2 4 5 5 1 1 3 4 5 3 4 1
 1 2 2 2 4 2 3 2 3 2 1 2 2 5 5 2 1 2 1 3 2 1 5 4 5 3 3 2 3 3 1 3 3 1 2 3 5
 2 4 4 1 3 2 5 5 2 3 5 5 5 5 3 5 3 5 4 3 3 4 5 4 2 1 5 5 5 4 5 5 1]",9.45945945945946,
75,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 3 2 3 3 2 1 5 2 5 2 1 1 2 3 2 1 2 4 5 5 1 1 3 4 5 3 4 1
 1 2 2 2 4 2 3 2 3 2 1 2 2 5 5 2 1 2 1 3 2 1 5 4 5 3 3 2 3 3 1 3 3 1 2 3 5
 2 4 4 1 3 2 5 5 2 3 5 5 5 5 3 5 3 5 4 3 3 4 5 4 2 1 5 5 5 4 5 5 1]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 2, 'FCI(Fusi)': 3, 'FCI(PCC)': 5, 'GMI(FUS)': 4}",-906.3434360172256,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-882.156867975876,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 2 3 1 1 1 1 4 3 5 1 1 1 1 1 2 1 1 5 5 3 1 1 3 2 4 2 4 5
 4 1 5 1 1 3 3 2 2 2 5 2 1 2 5 2 1 1 1 3 2 2 4 1 4 1 3 2 2 5 4 2 5 2 1 1 5
 2 4 5 2 3 3 4 5 1 1 5 4 2 5 4 2 2 4 5 2 2 4 4 1 3 2 5 4 3 4 5 5 1]",9.333333333333334,
76,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 2 3 1 1 1 1 4 3 5 1 1 1 1 1 2 1 1 5 5 3 1 1 3 2 4 2 4 5
 4 1 5 1 1 3 3 2 2 2 5 2 1 2 5 2 1 1 1 3 2 2 4 1 4 1 3 2 2 5 4 2 5 2 1 1 5
 2 4 5 2 3 3 4 5 1 1 5 4 2 5 4 2 2 4 5 2 2 4 4 1 3 2 5 4 3 4 5 5 1]",False,"{'FCI(HIP)': 5, 'GMI(HIP)': 2, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-890.6535564895581,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-882.156867975876,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 2 1 1 3 1 3 4 1 4 1 2 1 1 1 2 1 1 5 5 1 1 1 5 3 4 1 4 4
 5 1 5 2 1 2 1 5 1 3 2 3 2 4 5 1 2 5 1 4 3 3 5 1 5 1 1 3 3 4 4 1 3 1 2 1 4
 3 5 4 2 2 4 5 5 3 2 5 4 2 4 4 4 3 3 5 1 3 5 4 1 2 4 5 5 3 3 5 5 1]",9.210526315789474,
77,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 2 1 1 3 1 3 4 1 4 1 2 1 1 1 2 1 1 5 5 1 1 1 5 3 4 1 4 4
 5 1 5 2 1 2 1 5 1 3 2 3 2 4 5 1 2 5 1 4 3 3 5 1 5 1 1 3 3 4 4 1 3 1 2 1 4
 3 5 4 2 2 4 5 5 3 2 5 4 2 4 4 4 3 3 5 1 3 5 4 1 2 4 5 5 3 3 5 5 1]",False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-889.7839504164301,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-882.156867975876,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 1 3 2 1 1 3 4 1 4 1 2 1 1 1 2 3 1 5 4 2 1 3 4 1 5 1 4 2
 4 2 4 3 3 3 1 3 1 2 1 1 1 4 5 1 2 3 3 3 2 2 2 1 5 3 2 1 1 2 4 3 5 1 1 1 4
 5 4 4 5 4 1 5 4 2 4 2 4 5 2 2 3 3 5 5 1 2 5 5 1 3 2 4 5 3 2 5 4 1]",9.090909090909092,
78,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 1 3 2 1 1 3 4 1 4 1 2 1 1 1 2 3 1 5 4 2 1 3 4 1 5 1 4 2
 4 2 4 3 3 3 1 3 1 2 1 1 1 4 5 1 2 3 3 3 2 2 2 1 5 3 2 1 1 2 4 3 5 1 1 1 4
 5 4 4 5 4 1 5 4 2 4 2 4 5 2 2 3 3 5 5 1 2 5 5 1 3 2 4 5 3 2 5 4 1]",False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-892.1742468499338,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-882.156867975876,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 3 2 3 3 1 3 2 4 1 5 1 1 1 2 1 1 2 1 4 5 2 1 1 5 1 4 1 5 1
 1 1 1 1 5 3 3 4 2 4 3 2 1 4 5 1 2 2 1 3 2 2 4 3 5 2 2 1 1 1 3 3 2 1 1 1 5
 2 4 5 3 2 5 5 4 1 5 5 5 4 2 3 2 2 4 5 1 1 5 4 5 3 3 5 4 3 3 5 4 3]",8.974358974358974,
79,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 3 2 3 3 1 3 2 4 1 5 1 1 1 2 1 1 2 1 4 5 2 1 1 5 1 4 1 5 1
 1 1 1 1 5 3 3 4 2 4 3 2 1 4 5 1 2 2 1 3 2 2 4 3 5 2 2 1 1 1 3 3 2 1 1 1 5
 2 4 5 3 2 5 5 4 1 5 5 5 4 2 3 2 2 4 5 1 1 5 4 5 3 3 5 4 3 3 5 4 3]",False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-888.0935634480022,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-882.156867975876,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 3 1 1 1 1 2 5 2 5 3 3 1 1 1 2 1 1 4 2 3 2 1 4 1 4 3 5 1
 3 1 1 1 3 4 1 4 1 2 4 1 1 2 5 2 4 2 1 3 3 2 4 3 5 1 4 3 1 1 2 1 3 1 1 1 4
 2 4 1 2 3 4 5 4 2 4 3 5 4 5 3 3 3 2 5 1 1 4 5 4 2 2 5 5 2 3 5 4 1]",8.860759493670885,
80,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 3 1 1 1 1 2 5 2 5 3 3 1 1 1 2 1 1 4 2 3 2 1 4 1 4 3 5 1
 3 1 1 1 3 4 1 4 1 2 4 1 1 2 5 2 4 2 1 3 3 2 4 3 5 1 4 3 1 1 2 1 3 1 1 1 4
 2 4 1 2 3 4 5 4 2 4 3 5 4 5 3 3 3 2 5 1 1 4 5 4 2 2 5 5 2 3 5 4 1]",False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-883.038649624089,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-883.038649624089,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 3 3 3 2 1 1 2 2 1 4 2 1 2 2 1 2 1 1 4 2 2 5 1 1 3 5 1 5 2
 4 1 5 1 4 1 1 2 1 1 3 2 1 4 5 5 1 4 1 5 2 1 4 1 5 4 1 1 2 3 3 4 1 1 1 1 4
 2 4 4 3 3 5 5 4 1 3 5 5 4 5 2 3 2 2 5 1 1 4 4 1 2 2 4 4 3 3 5 4 1]",10.0,
81,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 3 3 3 2 1 1 2 2 1 4 2 1 2 2 1 2 1 1 4 2 2 5 1 1 3 5 1 5 2
 4 1 5 1 4 1 1 2 1 1 3 2 1 4 5 5 1 4 1 5 2 1 4 1 5 4 1 1 2 3 3 4 1 1 1 1 4
 2 4 4 3 3 5 5 4 1 3 5 5 4 5 2 3 2 2 5 1 1 4 4 1 2 2 4 4 3 3 5 4 1]",True,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 1, 'FCI(PCC)': 5, 'GMI(FUS)': 4}",-903.3915079982982,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-883.038649624089,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 3 3 1 5 2 4 4 1 4 3 1 3 3 2 1 3 5 4 2 1 5 2 3 5 4 2 4 4
 3 5 2 1 5 2 1 2 1 3 1 1 1 5 5 1 1 3 1 4 3 3 5 1 4 1 1 1 1 3 2 1 2 1 2 1 4
 2 5 5 4 3 2 5 5 3 4 2 5 3 4 1 2 2 4 4 1 3 3 5 1 2 3 4 5 3 2 5 4 1]",9.876543209876543,
82,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 3 3 1 5 2 4 4 1 4 3 1 3 3 2 1 3 5 4 2 1 5 2 3 5 4 2 4 4
 3 5 2 1 5 2 1 2 1 3 1 1 1 5 5 1 1 3 1 4 3 3 5 1 4 1 1 1 1 3 2 1 2 1 2 1 4
 2 5 5 4 3 2 5 5 3 4 2 5 3 4 1 2 2 4 4 1 3 3 5 1 2 3 4 5 3 2 5 4 1]",True,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 4, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-911.080233480021,-882.156867975876,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-883.038649624089,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 4 2 2 1 4 4 5 2 5 4 1 1 1 1 4 2 2 5 5 2 3 1 4 3 5 1 4 1
 3 3 4 1 2 3 1 5 1 4 2 2 1 5 5 1 2 2 5 5 2 4 2 2 5 1 1 2 2 5 5 1 3 1 1 1 5
 3 5 2 4 3 3 4 5 1 2 3 2 4 5 5 3 5 3 5 5 1 5 5 1 4 1 5 5 5 1 5 2 1]",9.75609756097561,
