iteration,all_current_accepted_likelihoods
1,-816.6569095040637
2,-801.5059544291094
3,-798.7698183016355
4,-799.0561467312559
5,-795.2271594487651
6,-795.2271594487651
7,-795.2271594487651
8,-795.2271594487651
9,-797.120956159922
10,-797.120956159922
11,-796.877766174507
12,-798.0087011871598
13,-797.4639231549158
14,-797.4639231549158
15,-797.4639231549158
16,-794.8194350083995
17,-794.8194350083995
18,-794.8194350083995
19,-794.7116146033894
20,-794.7116146033894
21,-794.7116146033894
22,-794.7116146033894
23,-794.7116146033894
24,-794.7116146033894
25,-794.7116146033894
26,-794.7116146033894
27,-794.7116146033894
28,-794.7116146033894
29,-794.6283299587176
30,-791.7241716708421
31,-789.0207609843037
32,-789.0207609843037
33,-789.0207609843037
34,-788.3298471672069
35,-787.2645770086206
36,-787.2645770086206
37,-787.3271673168339
38,-787.3271673168339
39,-787.3271673168339
40,-787.3271673168339
41,-788.8015643538596
42,-788.1981941468149
43,-788.1981941468149
44,-788.1981941468149
45,-788.1981941468149
46,-788.1981941468149
47,-788.2130576076252
48,-788.2130576076252
49,-788.2130576076252
50,-788.2130576076252
51,-786.9990031358158
52,-784.2991299314724
53,-784.2991299314724
54,-784.2991299314724
55,-784.2991299314724
56,-784.7740179374302
57,-784.7740179374302
58,-784.7740179374302
59,-784.7740179374302
60,-784.7740179374302
61,-784.7740179374302
62,-784.7740179374302
63,-786.065721933576
64,-786.065721933576
65,-786.065721933576
66,-786.065721933576
67,-786.065721933576
68,-784.5328463619431
69,-784.5328463619431
70,-784.5328463619431
71,-784.5328463619431
72,-784.5328463619431
73,-785.2163646531354
74,-785.2163646531354
75,-785.2163646531354
76,-785.2163646531354
77,-785.2163646531354
78,-785.2163646531354
79,-785.2163646531354
80,-785.2163646531354
81,-785.2163646531354
82,-785.2163646531354
83,-785.2163646531354
84,-785.2163646531354
85,-785.2163646531354
86,-785.2163646531354
87,-785.2163646531354
88,-785.2163646531354
89,-785.2163646531354
90,-785.2163646531354
91,-785.2163646531354
92,-785.2163646531354
93,-785.2163646531354
94,-785.2163646531354
95,-785.2163646531354
96,-785.2163646531354
97,-785.2163646531354
98,-785.2163646531354
99,-784.3794697772853
100,-784.3794697772853
101,-784.3794697772853
102,-784.3794697772853
103,-784.3794697772853
104,-784.3794697772853
105,-784.3794697772853
106,-784.3794697772853
107,-784.3794697772853
108,-784.3794697772853
109,-784.3794697772853
110,-784.3794697772853
111,-784.3794697772853
112,-784.3794697772853
113,-784.2810858186314
114,-784.2810858186314
115,-784.2810858186314
116,-785.9830267139803
117,-783.9130400012955
118,-783.9130400012955
119,-783.9130400012955
120,-783.9130400012955
121,-783.9130400012955
122,-783.9130400012955
123,-783.9130400012955
124,-783.9130400012955
125,-783.9130400012955
126,-783.9130400012955
127,-783.9130400012955
128,-783.9130400012955
129,-783.9130400012955
130,-783.9130400012955
131,-783.9130400012955
132,-783.9130400012955
133,-783.9130400012955
134,-783.9130400012955
135,-783.9130400012955
136,-783.9130400012955
137,-783.9130400012955
138,-783.9130400012955
139,-783.9130400012955
140,-783.9130400012955
141,-783.9130400012955
142,-783.9130400012955
143,-783.9130400012955
144,-785.3246377528727
145,-783.9680780952743
146,-783.8453656045498
147,-783.8453656045498
148,-783.8453656045498
149,-783.8453656045498
150,-783.8453656045498
151,-783.8453656045498
152,-783.8453656045498
153,-783.8453656045498
154,-783.8453656045498
155,-783.8956371747356
156,-784.0228692450191
157,-784.0533520667526
158,-784.0452523310355
159,-784.1056557071031
160,-784.0556405144363
161,-784.0556405144363
162,-785.3607366618455
163,-785.3607366618455
164,-785.3607366618455
165,-785.3607366618455
166,-785.3607366618455
167,-785.3607366618455
168,-785.3607366618455
169,-785.3607366618455
170,-785.3607366618455
171,-785.3607366618455
172,-785.3607366618455
173,-785.3239701774135
174,-785.3239701774135
175,-785.3239701774135
176,-785.3239701774135
177,-785.3239701774135
178,-785.3239701774135
179,-785.3239701774135
180,-785.3239701774135
181,-785.3239701774135
182,-785.3239701774135
183,-785.3239701774135
184,-785.3239701774135
185,-785.3239701774135
186,-785.3239701774135
187,-785.3239701774135
188,-785.3239701774135
189,-785.3239701774135
190,-785.071914051742
191,-785.071914051742
192,-785.071914051742
193,-785.071914051742
194,-785.071914051742
195,-785.071914051742
196,-785.071914051742
197,-785.071914051742
198,-785.071914051742
199,-785.071914051742
200,-785.071914051742
201,-785.071914051742
202,-785.071914051742
203,-785.071914051742
204,-785.071914051742
205,-785.071914051742
206,-785.071914051742
207,-785.071914051742
208,-785.071914051742
209,-785.071914051742
210,-785.071914051742
211,-785.071914051742
212,-785.071914051742
213,-785.071914051742
214,-785.071914051742
215,-785.071914051742
216,-785.071914051742
217,-785.071914051742
218,-785.071914051742
219,-785.071914051742
220,-785.071914051742
221,-785.071914051742
222,-786.0258638500535
223,-786.3172394317307
224,-786.3172394317307
225,-786.3172394317307
226,-786.3172394317307
227,-786.3172394317307
228,-786.447787948137
229,-786.447787948137
230,-786.447787948137
231,-784.9234393792028
232,-784.9234393792028
233,-784.9234393792028
234,-784.9234393792028
235,-784.9234393792028
236,-785.493773728311
237,-785.493773728311
238,-786.0027845275672
239,-786.0027845275672
240,-786.0027845275672
241,-784.91348146601
242,-783.6509483896892
243,-783.4200248632931
244,-783.6142218534823
245,-784.3823773607352
246,-784.3823773607352
247,-784.3823773607352
248,-784.3823773607352
249,-784.3823773607352
250,-784.3823773607352
251,-784.3823773607352
252,-784.3823773607352
253,-784.3823773607352
254,-784.3823773607352
255,-784.3823773607352
256,-784.3823773607352
257,-784.3823773607352
258,-784.3823773607352
259,-784.3823773607352
260,-784.3823773607352
261,-784.7787166618455
262,-784.7787166618455
263,-784.7787166618455
264,-784.7787166618455
265,-784.7787166618455
266,-784.7787166618455
267,-784.7787166618455
268,-784.6502701533565
269,-783.6840232588122
270,-783.6840232588122
271,-783.6840232588122
272,-783.6840232588122
273,-785.2635807769178
274,-785.2635807769178
275,-785.2635807769178
276,-785.2635807769178
277,-785.2635807769178
278,-785.2635807769178
279,-785.2635807769178
280,-785.2635807769178
281,-785.2635807769178
282,-785.2635807769178
283,-785.2635807769178
284,-785.2635807769178
285,-786.335086237296
286,-785.0925913887999
287,-784.137748969073
288,-784.137748969073
289,-784.137748969073
290,-784.137748969073
291,-784.137748969073
292,-784.137748969073
293,-784.3283776736145
294,-784.4815825885044
295,-784.4815825885044
296,-784.4815825885044
297,-784.4815825885044
298,-784.4815825885044
299,-784.4815825885044
300,-784.4815825885044
301,-784.4815825885044
302,-786.0811358532691
303,-786.0811358532691
304,-785.9342410548626
305,-785.9342410548626
306,-785.9342410548626
307,-785.9342410548626
308,-784.3747575140994
309,-784.3747575140994
310,-784.3747575140994
311,-784.3747575140994
312,-784.3747575140994
313,-784.3747575140994
314,-784.3747575140994
315,-784.3747575140994
316,-784.3747575140994
317,-784.3747575140994
318,-784.3747575140994
319,-784.7282205575251
320,-784.7282205575251
321,-784.7282205575251
322,-784.7282205575251
323,-784.7282205575251
324,-784.7282205575251
325,-784.7282205575251
326,-784.7282205575251
327,-784.7282205575251
328,-784.7282205575251
329,-784.7282205575251
330,-784.7282205575251
331,-784.7282205575251
332,-784.7282205575251
333,-784.7282205575251
334,-784.7282205575251
335,-784.7282205575251
336,-784.7282205575251
337,-784.7282205575251
338,-784.7282205575251
339,-784.7282205575251
340,-784.7282205575251
341,-784.7282205575251
342,-784.7282205575251
343,-784.7282205575251
344,-784.7282205575251
345,-784.7282205575251
346,-784.6207654083269
347,-783.4102761664788
348,-783.4102761664788
349,-783.4102761664788
350,-783.4102761664788
351,-783.4102761664788
352,-783.4102761664788
353,-783.4102761664788
354,-783.4102761664788
355,-783.4102761664788
356,-783.4102761664788
357,-783.4102761664788
358,-783.4102761664788
359,-783.7746844862895
360,-783.7746844862895
361,-783.7746844862895
362,-783.7746844862895
363,-783.7746844862895
364,-783.7746844862895
365,-783.7746844862895
366,-783.7746844862895
367,-783.7746844862895
368,-783.6501371686838
369,-783.6501371686838
370,-783.6501371686838
371,-783.6501371686838
372,-784.2673611941724
373,-784.2673611941724
374,-784.2673611941724
375,-784.2673611941724
376,-784.2673611941724
377,-784.2673611941724
378,-784.2673611941724
379,-784.2673611941724
380,-784.2673611941724
381,-784.2673611941724
382,-784.2673611941724
383,-784.2673611941724
384,-784.2673611941724
385,-784.2673611941724
386,-786.2283726691547
387,-786.2283726691547
388,-786.2283726691547
389,-786.2283726691547
390,-785.1990399015759
391,-783.5922682084253
392,-783.5922682084253
393,-783.5922682084253
394,-783.5922682084253
395,-783.5922682084253
396,-783.5922682084253
397,-783.5922682084253
398,-783.5922682084253
399,-783.5922682084253
400,-783.5922682084253
401,-783.5922682084253
402,-783.5922682084253
403,-783.5922682084253
404,-783.5922682084253
405,-783.5922682084253
406,-783.5922682084253
407,-783.5922682084253
408,-783.5922682084253
409,-783.5922682084253
410,-783.5922682084253
411,-783.5922682084253
412,-783.5922682084253
413,-783.5922682084253
414,-783.8454722725867
415,-783.3402518582698
416,-783.3402518582698
417,-783.3402518582698
418,-783.3402518582698
419,-783.3402518582698
420,-783.3402518582698
421,-783.3402518582698
422,-783.3402518582698
423,-783.3402518582698
424,-783.3402518582698
425,-783.3402518582698
426,-783.3402518582698
427,-783.3402518582698
428,-783.3402518582698
429,-783.3402518582698
430,-783.3402518582698
431,-783.3402518582698
432,-784.5788516278002
433,-784.6934084763323
434,-784.6934084763323
435,-784.6934084763323
436,-784.6934084763323
437,-784.6934084763323
438,-784.6934084763323
439,-784.6934084763323
440,-784.6934084763323
441,-784.6934084763323
442,-784.6934084763323
443,-784.6934084763323
444,-784.6934084763323
445,-787.2560713949263
446,-787.2560713949263
447,-787.2560713949263
448,-787.2560713949263
449,-787.2560713949263
450,-787.2560713949263
451,-785.9044916469262
452,-785.9044916469262
453,-785.9044916469262
454,-783.6428027755783
455,-783.6428027755783
456,-783.6428027755783
457,-783.6428027755783
458,-783.2767317045914
459,-783.8162378322118
460,-783.8162378322118
461,-783.8162378322118
462,-783.8162378322118
463,-783.8162378322118
464,-783.8162378322118
465,-783.8162378322118
466,-783.8162378322118
467,-783.8162378322118
468,-783.8162378322118
469,-783.8162378322118
470,-783.8162378322118
471,-783.8162378322118
472,-783.8162378322118
473,-783.8162378322118
474,-783.8162378322118
475,-783.8162378322118
476,-783.8162378322118
477,-783.8162378322118
478,-783.8162378322118
479,-783.8162378322118
480,-783.8162378322118
481,-783.8162378322118
482,-783.8162378322118
483,-783.8162378322118
484,-783.8162378322118
485,-783.8162378322118
486,-783.8162378322118
487,-783.8162378322118
488,-783.8162378322118
489,-783.8162378322118
490,-783.8162378322118
491,-783.8162378322118
492,-783.8162378322118
493,-785.0076318922338
494,-783.387335895125
495,-783.4541257723623
496,-783.4541257723623
497,-783.4541257723623
498,-783.4541257723623
499,-783.4541257723623
500,-783.4541257723623
501,-783.4541257723623
502,-783.4541257723623
503,-783.4541257723623
504,-783.4541257723623
505,-783.4541257723623
506,-783.4541257723623
507,-783.4541257723623
508,-783.4541257723623
509,-783.4541257723623
510,-783.4541257723623
511,-783.4541257723623
512,-783.4541257723623
513,-783.4541257723623
514,-783.4541257723623
515,-783.4541257723623
516,-783.4541257723623
517,-783.4541257723623
518,-783.4541257723623
519,-783.4541257723623
520,-783.4541257723623
521,-783.4541257723623
522,-783.4541257723623
523,-783.4541257723623
524,-784.8971831234787
525,-784.8971831234787
526,-784.8971831234787
527,-784.8971831234787
528,-785.3087583872411
529,-785.3087583872411
530,-785.0392833719023
531,-784.751228509875
532,-784.751228509875
533,-784.1876080288139
534,-784.1876080288139
535,-784.1876080288139
536,-784.1876080288139
537,-784.1876080288139
538,-784.1876080288139
539,-784.1876080288139
540,-784.1876080288139
541,-784.1876080288139
542,-784.1876080288139
543,-784.1876080288139
544,-784.1876080288139
545,-784.1876080288139
546,-784.1876080288139
547,-784.1876080288139
548,-784.1876080288139
549,-784.1876080288139
550,-784.1876080288139
551,-784.1876080288139
552,-784.1876080288139
553,-784.1876080288139
554,-784.1876080288139
555,-784.1876080288139
556,-784.1876080288139
557,-784.1876080288139
558,-784.1876080288139
559,-784.1876080288139
560,-784.1876080288139
561,-784.1876080288139
562,-784.1876080288139
563,-784.1876080288139
564,-784.1876080288139
565,-784.1876080288139
566,-784.1876080288139
567,-784.1876080288139
568,-784.1876080288139
569,-784.1876080288139
570,-784.1876080288139
571,-784.1876080288139
572,-784.1876080288139
573,-784.1876080288139
574,-784.1876080288139
575,-784.1876080288139
576,-784.1876080288139
577,-784.1876080288139
578,-784.1876080288139
579,-784.1876080288139
580,-783.6989249470527
581,-783.8123829656657
582,-783.8123829656657
583,-783.8123829656657
584,-783.8123829656657
585,-783.8123829656657
586,-783.8123829656657
587,-783.8123829656657
588,-783.8123829656657
589,-783.8123829656657
590,-783.8123829656657
591,-783.8123829656657
592,-783.8123829656657
593,-783.8123829656657
594,-783.8123829656657
595,-783.8123829656657
596,-783.8123829656657
597,-783.8123829656657
598,-783.8123829656657
599,-783.8123829656657
600,-783.8123829656657
601,-783.8123829656657
602,-783.8123829656657
603,-783.8123829656657
604,-783.8123829656657
605,-783.8123829656657
606,-783.8123829656657
607,-783.8123829656657
608,-783.8123829656657
609,-783.8123829656657
610,-783.8123829656657
611,-783.8123829656657
612,-783.8123829656657
613,-783.8123829656657
614,-783.8123829656657
615,-785.2068698755859
616,-784.4733946826324
617,-784.4733946826324
618,-784.4733946826324
619,-784.4733946826324
620,-784.4733946826324
621,-784.4733946826324
622,-784.4733946826324
623,-784.4733946826324
624,-784.3367946926319
625,-784.3367946926319
626,-784.3367946926319
627,-784.3367946926319
628,-784.3367946926319
629,-784.3367946926319
630,-784.3367946926319
631,-784.3367946926319
632,-784.3367946926319
633,-785.0707397094297
634,-784.4033204924184
635,-784.1501343027168
636,-784.084925899252
637,-784.084925899252
638,-784.084925899252
639,-784.084925899252
640,-784.084925899252
641,-784.084925899252
642,-784.084925899252
643,-784.084925899252
644,-784.084925899252
645,-784.084925899252
646,-784.084925899252
647,-784.084925899252
648,-784.084925899252
649,-784.084925899252
650,-784.084925899252
651,-784.084925899252
652,-784.084925899252
653,-784.084925899252
654,-784.084925899252
655,-784.084925899252
656,-784.084925899252
657,-784.0696630616783
658,-784.0696630616783
659,-784.0696630616783
660,-786.5578044297342
661,-786.5578044297342
662,-786.5578044297342
663,-786.5578044297342
664,-786.5578044297342
665,-786.5578044297342
666,-786.5578044297342
667,-786.2754908206556
668,-784.4569464716069
669,-784.4569464716069
670,-784.4569464716069
671,-784.4569464716069
672,-784.4569464716069
673,-784.4569464716069
674,-784.5290904744604
675,-784.1347330801178
676,-784.2206145661245
677,-784.2206145661245
678,-784.2206145661245
679,-784.2206145661245
680,-784.2206145661245
681,-784.2206145661245
682,-784.2206145661245
683,-784.2206145661245
684,-784.2206145661245
685,-785.0815229913188
686,-784.3987107185648
687,-784.3997506711704
688,-783.6455468577266
689,-783.6455468577266
690,-784.6550652174124
691,-784.2004656002493
692,-783.6668603930368
693,-784.4895382269721
694,-784.7211979276467
695,-784.7223212959072
696,-784.8138641583195
697,-784.281325163795
698,-784.281325163795
699,-784.281325163795
700,-784.5849199941158
701,-784.5849199941158
702,-784.5849199941158
703,-784.5849199941158
704,-784.5849199941158
705,-784.5849199941158
706,-784.5849199941158
707,-784.5849199941158
708,-784.5849199941158
709,-784.5849199941158
710,-784.1357401866005
711,-784.8786074248994
712,-784.8786074248994
713,-785.3980937420514
714,-784.4943958191548
715,-784.4943958191548
716,-784.4943958191548
717,-785.1628254400429
718,-784.3342787959891
719,-784.0902222877306
720,-784.0902222877306
721,-784.0902222877306
722,-784.0902222877306
723,-784.0902222877306
724,-784.0902222877306
725,-784.0902222877306
726,-784.0902222877306
727,-784.0902222877306
728,-784.0902222877306
729,-784.1999076637757
730,-784.1999076637757
731,-784.1999076637757
732,-784.1999076637757
733,-784.1999076637757
734,-784.1999076637757
735,-784.1999076637757
736,-784.1999076637757
737,-784.1999076637757
738,-784.1999076637757
739,-785.1031785112392
740,-783.7536410880004
741,-783.7536410880004
742,-783.7536410880004
743,-783.7536410880004
744,-783.7536410880004
745,-783.7536410880004
746,-783.7536410880004
747,-783.7536410880004
748,-783.7536410880004
749,-783.7536410880004
750,-784.1289756283172
751,-784.1289756283172
752,-784.1289756283172
753,-784.1289756283172
754,-784.1289756283172
755,-784.1289756283172
756,-784.1289756283172
757,-784.1289756283172
758,-783.7122346687353
759,-783.7122346687353
760,-783.7122346687353
761,-783.7122346687353
762,-783.7122346687353
763,-783.7122346687353
764,-783.6146824991739
765,-783.6146824991739
766,-783.6146824991739
767,-783.6146824991739
768,-783.6146824991739
769,-783.6146824991739
770,-783.6146824991739
771,-783.6146824991739
772,-785.3960436524601
773,-784.3243393387502
774,-784.0187362714139
775,-784.0187362714139
776,-784.7505522423872
777,-784.4854409371248
778,-783.3584063760595
779,-783.4134520452715
780,-783.4134520452715
781,-783.4134520452715
782,-783.4134520452715
783,-783.4134520452715
