iteration,all_current_acceptance_ratios
1,100.0
2,50.0
3,66.66666666666667
4,50.0
5,40.0
6,33.333333333333336
7,28.571428571428573
8,25.0
9,22.22222222222222
10,20.0
11,27.272727272727273
12,25.0
13,23.076923076923077
14,21.428571428571427
15,20.0
16,18.75
17,17.647058823529413
18,16.666666666666668
19,15.789473684210526
20,20.0
21,19.047619047619047
22,18.181818181818183
23,17.391304347826086
24,16.666666666666668
25,16.0
26,15.384615384615385
27,14.814814814814815
28,14.285714285714286
29,13.793103448275861
30,13.333333333333334
31,12.903225806451612
32,12.5
33,12.121212121212121
34,11.764705882352942
35,11.428571428571429
36,11.11111111111111
37,10.81081081081081
38,10.526315789473685
39,10.256410256410257
40,10.0
41,9.75609756097561
42,9.523809523809524
43,9.30232558139535
44,9.090909090909092
45,8.88888888888889
46,8.695652173913043
47,8.51063829787234
48,8.333333333333334
49,8.16326530612245
50,8.0
51,7.8431372549019605
52,7.6923076923076925
53,7.547169811320755
54,7.407407407407407
55,7.2727272727272725
56,7.142857142857143
57,7.017543859649122
58,6.896551724137931
59,6.779661016949152
60,6.666666666666667
61,6.557377049180328
62,6.451612903225806
63,6.349206349206349
64,6.25
65,6.153846153846154
66,6.0606060606060606
67,5.970149253731344
68,5.882352941176471
69,5.797101449275362
70,5.714285714285714
71,5.633802816901408
72,5.555555555555555
73,5.47945205479452
74,5.405405405405405
75,5.333333333333333
76,5.2631578947368425
77,5.194805194805195
78,5.128205128205129
79,5.063291139240507
80,5.0
81,4.938271604938271
82,4.878048780487805
83,4.819277108433735
84,4.761904761904762
85,4.705882352941177
86,4.651162790697675
87,4.597701149425287
88,4.545454545454546
89,4.49438202247191
90,4.444444444444445
91,4.395604395604396
92,5.434782608695652
93,5.376344086021505
94,5.319148936170213
95,5.2631578947368425
96,5.208333333333333
97,5.154639175257732
98,5.1020408163265305
99,5.05050505050505
100,5.0
101,4.9504950495049505
102,4.901960784313726
103,4.854368932038835
104,5.769230769230769
105,5.714285714285714
106,5.660377358490566
107,5.607476635514018
108,5.555555555555555
109,5.504587155963303
110,5.454545454545454
111,5.405405405405405
112,5.357142857142857
113,5.3097345132743365
114,5.2631578947368425
115,5.217391304347826
116,5.172413793103448
117,5.128205128205129
118,5.084745762711864
119,5.042016806722689
120,5.0
121,4.958677685950414
122,4.918032786885246
123,4.878048780487805
124,4.838709677419355
125,4.8
126,4.761904761904762
127,4.724409448818897
128,4.6875
129,4.651162790697675
130,4.615384615384615
131,4.580152671755725
132,4.545454545454546
133,4.511278195488722
134,4.477611940298507
135,4.444444444444445
136,4.411764705882353
137,4.37956204379562
138,4.3478260869565215
139,4.316546762589928
140,4.285714285714286
