iteration,all_current_accepted_likelihoods
1,-1305.63198240017
2,-1257.677964356912
3,-1257.677964356912
4,-1257.677964356912
5,-1257.677964356912
6,-1257.677964356912
7,-1257.677964356912
8,-1257.677964356912
9,-1257.677964356912
10,-1257.677964356912
11,-1257.677964356912
12,-1257.677964356912
13,-1257.677964356912
14,-1257.677964356912
15,-1257.677964356912
16,-1257.677964356912
17,-1257.677964356912
18,-1257.677964356912
19,-1229.7494044715434
20,-1229.7494044715434
21,-1229.7494044715434
22,-1229.7494044715434
23,-1229.5805724671682
24,-1229.5805724671682
25,-1229.5805724671682
26,-1229.5805724671682
27,-1229.5805724671682
28,-1151.9774596922218
29,-1151.9774596922218
30,-1151.9774596922218
31,-1151.9774596922218
32,-1151.9774596922218
33,-1151.9774596922218
34,-1151.9774596922218
35,-1151.9774596922218
36,-1151.9774596922218
37,-1151.9774596922218
38,-1151.9774596922218
39,-1151.9774596922218
40,-1151.9774596922218
41,-1151.9774596922218
42,-1151.9774596922218
43,-1151.9774596922218
44,-1151.9774596922218
45,-1151.9774596922218
46,-1151.9774596922218
47,-1151.9774596922218
48,-1151.9774596922218
49,-1151.9774596922218
50,-1151.9774596922218
51,-1151.9774596922218
52,-1151.9774596922218
53,-1151.9774596922218
54,-1151.9774596922218
55,-1151.9774596922218
56,-1151.9774596922218
57,-1151.9774596922218
58,-1151.9774596922218
59,-1151.9774596922218
60,-1151.9774596922218
61,-1151.9774596922218
62,-1151.9774596922218
63,-1151.9774596922218
64,-1151.9774596922218
65,-1151.9774596922218
66,-1151.9774596922218
67,-1151.9774596922218
68,-1151.9774596922218
69,-1151.9774596922218
70,-1151.9774596922218
71,-1151.9774596922218
72,-1151.9774596922218
73,-1151.9774596922218
74,-1151.9774596922218
75,-1151.9774596922218
76,-1151.9774596922218
77,-1151.9774596922218
78,-1151.9774596922218
79,-1151.9774596922218
80,-1151.9774596922218
81,-1151.9774596922218
82,-1151.9774596922218
83,-1151.9774596922218
84,-1151.9774596922218
85,-1151.9774596922218
86,-1151.9774596922218
87,-1151.9774596922218
88,-1151.9774596922218
89,-1151.9774596922218
90,-1151.9774596922218
91,-1151.9774596922218
92,-1151.9774596922218
93,-1151.9774596922218
94,-1151.9774596922218
95,-1151.9774596922218
96,-1151.9774596922218
97,-1151.9774596922218
98,-1151.9774596922218
99,-1151.9774596922218
100,-1151.9774596922218
101,-1151.9774596922218
102,-1151.9774596922218
103,-1151.9774596922218
104,-1151.9774596922218
105,-1151.9774596922218
106,-1151.9774596922218
107,-1151.9774596922218
108,-1151.9774596922218
109,-1151.9774596922218
110,-1151.9774596922218
111,-1151.9774596922218
112,-1151.9774596922218
113,-1151.9774596922218
114,-1151.9774596922218
115,-1151.9774596922218
116,-1151.9774596922218
117,-1151.9774596922218
