iteration,all_current_acceptance_ratios
1,100.0
2,100.0
3,66.66666666666667
4,75.0
5,80.0
6,66.66666666666667
7,57.142857142857146
8,62.5
9,55.55555555555556
10,60.0
11,63.63636363636363
12,66.66666666666667
13,61.53846153846154
14,64.28571428571429
15,60.0
16,62.5
17,58.8235294117647
18,61.111111111111114
19,63.1578947368421
20,60.0
21,57.142857142857146
22,59.09090909090909
23,60.869565217391305
24,58.333333333333336
25,60.0
26,61.53846153846154
27,62.96296296296296
28,64.28571428571429
29,65.51724137931035
30,63.333333333333336
31,64.51612903225806
32,62.5
33,60.60606060606061
34,58.8235294117647
35,57.142857142857146
36,55.55555555555556
37,54.054054054054056
38,55.26315789473684
39,53.84615384615385
40,52.5
41,51.21951219512195
42,52.38095238095238
43,51.16279069767442
44,50.0
45,51.111111111111114
46,52.17391304347826
47,53.191489361702125
48,52.083333333333336
49,51.02040816326531
50,52.0
51,50.98039215686274
52,50.0
53,49.056603773584904
54,48.148148148148145
55,49.09090909090909
56,48.214285714285715
57,47.36842105263158
58,46.55172413793103
59,47.45762711864407
60,48.333333333333336
61,47.540983606557376
62,48.38709677419355
63,49.20634920634921
64,50.0
65,49.23076923076923
66,50.0
67,50.74626865671642
68,51.470588235294116
69,50.72463768115942
70,50.0
71,50.70422535211268
72,51.388888888888886
73,50.68493150684932
74,50.0
75,50.666666666666664
76,50.0
77,49.35064935064935
78,48.717948717948715
79,48.10126582278481
80,47.5
81,46.91358024691358
82,46.34146341463415
83,46.98795180722892
84,47.61904761904762
85,47.05882352941177
86,47.674418604651166
87,47.12643678160919
88,46.59090909090909
89,47.19101123595506
90,46.666666666666664
91,46.15384615384615
92,46.73913043478261
93,47.31182795698925
94,46.808510638297875
95,47.36842105263158
96,46.875
97,47.422680412371136
98,47.95918367346939
99,47.474747474747474
100,48.0
101,48.51485148514851
102,49.01960784313726
103,49.51456310679612
104,50.0
105,50.476190476190474
106,50.0
107,49.532710280373834
108,49.074074074074076
109,48.62385321100918
110,48.18181818181818
111,47.747747747747745
112,48.214285714285715
113,48.67256637168141
114,48.24561403508772
115,47.82608695652174
116,47.41379310344828
117,47.863247863247864
118,48.30508474576271
119,47.89915966386555
120,47.5
121,47.107438016528924
122,47.540983606557376
123,47.96747967479675
124,48.38709677419355
125,48.8
126,48.41269841269841
127,48.031496062992126
128,48.4375
129,48.83720930232558
130,48.46153846153846
131,48.091603053435115
132,47.72727272727273
133,48.1203007518797
134,48.507462686567166
135,48.148148148148145
136,48.529411764705884
137,48.90510948905109
138,49.27536231884058
139,48.92086330935252
140,48.57142857142857
141,48.226950354609926
142,48.59154929577465
143,48.95104895104895
144,48.611111111111114
145,48.96551724137931
146,48.63013698630137
147,48.29931972789116
148,47.972972972972975
149,48.32214765100671
150,48.0
151,47.682119205298015
152,47.36842105263158
153,47.712418300653596
154,47.4025974025974
155,47.74193548387097
156,47.43589743589744
157,47.13375796178344
