iteration,all_current_likelihoods
903,-1952.7177367436468
904,-1952.7177367436468
905,-1952.7177367436468
906,-1952.7177367436468
907,-1952.7177367436468
908,-1952.7177367436468
909,-1952.7177367436468
910,-1952.7177367436468
911,-1952.7177367436468
912,-1952.7177367436468
913,-1952.7177367436468
914,-1952.7177367436468
915,-1952.7177367436468
916,-1952.7177367436468
917,-1952.7177367436468
918,-1952.7177367436468
919,-1952.6666009157298
920,-1952.6666009157298
921,-1952.6666009157298
922,-1952.6666009157298
923,-1952.6666009157298
924,-1952.6666009157298
925,-1952.7177367436468
926,-1952.7177367436468
927,-1952.7177367436468
928,-1952.7177367436468
929,-1952.7177367436468
930,-1952.7177367436468
931,-1952.7177367436468
932,-1952.7177367436468
933,-1952.7177367436468
934,-1952.7177367436468
935,-1952.7177367436468
936,-1952.7177367436468
937,-1952.7177367436468
938,-1952.7177367436468
939,-1952.7177367436468
940,-1952.7177367436468
941,-1952.7177367436468
942,-1952.7177367436468
943,-1952.7177367436468
944,-1952.7177367436468
945,-1952.7177367436468
946,-1952.7177367436468
947,-1952.7177367436468
948,-1952.7177367436468
949,-1952.7177367436468
950,-1952.6666009157298
951,-1952.7177367436468
952,-1952.7177367436468
953,-1952.7177367436468
954,-1952.7177367436468
955,-1952.7177367436468
956,-1952.6666009157298
957,-1952.6666009157298
958,-1952.6666009157298
959,-1952.6666009157298
960,-1952.6666009157298
961,-1952.6666009157298
962,-1952.6666009157298
963,-1952.6666009157298
964,-1952.6666009157298
965,-1952.6666009157298
966,-1952.7177367436468
967,-1952.7177367436468
968,-1952.7177367436468
969,-1952.7177367436468
970,-1952.7177367436468
971,-1952.7177367436468
972,-1952.7177367436468
973,-1952.7177367436468
974,-1952.7177367436468
975,-1952.7177367436468
976,-1952.7177367436468
977,-1952.7177367436468
978,-1952.6666009157298
979,-1952.6666009157298
980,-1952.6666009157298
981,-1952.6666009157298
982,-1952.6666009157298
983,-1952.7177367436468
984,-1952.7177367436468
985,-1952.7177367436468
986,-1952.7177367436468
987,-1952.7177367436468
988,-1952.7177367436468
989,-1952.7177367436468
990,-1952.7177367436468
991,-1952.7177367436468
992,-1952.7177367436468
993,-1952.7177367436468
994,-1952.7177367436468
995,-1952.7177367436468
996,-1952.7177367436468
997,-1952.7177367436468
998,-1952.6666009157298
999,-1952.6666009157298
1000,-1952.6666009157298
