iteration,all_current_acceptance_ratios
1,100.0
2,100.0
3,66.66666666666667
4,50.0
5,40.0
6,50.0
7,42.857142857142854
8,50.0
9,55.55555555555556
10,60.0
11,63.63636363636363
12,58.333333333333336
13,53.84615384615385
14,50.0
15,46.666666666666664
16,43.75
17,47.05882352941177
18,44.44444444444444
19,42.10526315789474
20,40.0
21,38.095238095238095
22,36.36363636363637
23,34.78260869565217
24,33.333333333333336
25,32.0
26,30.76923076923077
27,29.62962962962963
28,28.571428571428573
29,27.586206896551722
30,26.666666666666668
31,25.806451612903224
32,25.0
33,24.242424242424242
34,23.529411764705884
35,22.857142857142858
36,22.22222222222222
37,21.62162162162162
38,23.68421052631579
39,23.076923076923077
40,22.5
41,21.951219512195124
42,21.428571428571427
43,23.25581395348837
44,22.727272727272727
45,22.22222222222222
46,21.73913043478261
47,21.27659574468085
48,20.833333333333332
49,22.448979591836736
50,22.0
51,21.568627450980394
52,21.153846153846153
53,22.641509433962263
54,22.22222222222222
55,21.818181818181817
56,21.428571428571427
57,21.05263157894737
58,20.689655172413794
59,20.338983050847457
60,20.0
61,19.672131147540984
62,19.35483870967742
63,19.047619047619047
64,18.75
65,18.46153846153846
66,18.181818181818183
67,17.91044776119403
68,19.11764705882353
69,18.840579710144926
70,18.571428571428573
71,18.309859154929576
72,18.055555555555557
73,17.80821917808219
74,17.56756756756757
75,17.333333333333332
76,17.105263157894736
77,16.883116883116884
78,16.666666666666668
79,16.455696202531644
80,16.25
81,16.049382716049383
82,15.853658536585366
83,15.662650602409638
84,16.666666666666668
85,17.647058823529413
86,18.6046511627907
87,18.39080459770115
88,18.181818181818183
89,19.10112359550562
90,20.0
91,19.78021978021978
92,19.565217391304348
93,19.35483870967742
94,19.148936170212767
95,18.94736842105263
96,18.75
97,18.556701030927837
98,18.367346938775512
99,18.181818181818183
100,19.0
101,19.801980198019802
102,19.607843137254903
103,19.41747572815534
104,19.23076923076923
105,19.047619047619047
106,18.867924528301888
107,18.69158878504673
108,18.51851851851852
109,18.34862385321101
110,18.181818181818183
111,18.01801801801802
112,17.857142857142858
113,18.58407079646018
114,18.42105263157895
115,18.26086956521739
116,18.96551724137931
117,19.65811965811966
118,19.491525423728813
119,19.327731092436974
120,19.166666666666668
121,19.00826446280992
122,18.852459016393443
123,18.69918699186992
124,18.548387096774192
125,19.2
126,19.841269841269842
127,20.47244094488189
128,20.3125
129,20.155038759689923
130,20.0
131,19.84732824427481
132,19.696969696969695
133,19.548872180451127
134,19.402985074626866
135,19.25925925925926
136,19.852941176470587
137,20.437956204379564
138,21.014492753623188
139,21.58273381294964
140,21.428571428571427
141,21.27659574468085
142,21.830985915492956
143,22.377622377622377
144,22.22222222222222
145,22.06896551724138
146,21.91780821917808
147,22.448979591836736
148,22.972972972972972
149,22.818791946308725
150,22.666666666666668
151,22.516556291390728
152,22.36842105263158
153,22.22222222222222
154,22.07792207792208
155,21.93548387096774
