iteration,participant_stages_at_the_start_of_this_round,should_revert_to_max_likelihood_order,new_order_to_test,new_order_likelihood,max_likelihood_up_until_now,all_participant_ln_likelihood_is_larger,accepted_order,accepted_likelihood,participant_stages_at_the_end_of_iteration,acceptance_ratio,actualy_reverted
122,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 4. 1.
 1. 2. 4. 3. 3. 1. 4. 3. 2. 2. 2. 5. 3. 2. 1. 5. 3. 1. 2. 1. 1. 4. 5. 5.
 5. 4. 2. 3. 1. 2. 1. 2. 2. 3. 2. 3. 2. 2. 2. 5. 5. 2. 3. 1. 1. 2. 3. 1.
 5. 4. 5. 2. 2. 2. 2. 4. 3. 3. 1. 1. 2. 2. 5. 2. 5. 4. 1. 3. 4. 2. 1. 3.
 4. 5. 5. 3. 3. 1. 5. 5. 5. 5. 2. 2. 5. 5. 4. 3. 2. 5. 3. 4. 4. 5. 5. 4.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 5, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-911.1829004716141,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 3.
 3. 3. 2. 3. 5. 3. 5. 1. 4. 1. 2. 1. 3. 4. 1. 5. 1. 1. 3. 2. 4. 1. 5. 4.
 4. 1. 4. 3. 1. 3. 1. 2. 4. 3. 2. 3. 4. 1. 3. 3. 5. 4. 2. 1. 3. 5. 4. 3.
 5. 4. 4. 2. 4. 2. 3. 3. 4. 1. 5. 2. 3. 1. 5. 1. 4. 4. 2. 5. 1. 5. 5. 2.
 5. 5. 4. 5. 5. 4. 5. 5. 3. 4. 3. 3. 4. 5. 2. 5. 3. 5. 5. 5. 2. 5. 5. 4.]",5.737704918032787,
123,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 3.
 3. 3. 2. 3. 5. 3. 5. 1. 4. 1. 2. 1. 3. 4. 1. 5. 1. 1. 3. 2. 4. 1. 5. 4.
 4. 1. 4. 3. 1. 3. 1. 2. 4. 3. 2. 3. 4. 1. 3. 3. 5. 4. 2. 1. 3. 5. 4. 3.
 5. 4. 4. 2. 4. 2. 3. 3. 4. 1. 5. 2. 3. 1. 5. 1. 4. 4. 2. 5. 1. 5. 5. 2.
 5. 5. 4. 5. 5. 4. 5. 5. 3. 4. 3. 3. 4. 5. 2. 5. 3. 5. 5. 5. 2. 5. 5. 4.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 2, 'FCI(PCC)': 3, 'GMI(FUS)': 5}",-905.4405894753056,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 2. 1.
 4. 2. 1. 4. 4. 1. 5. 3. 2. 2. 2. 1. 3. 1. 2. 5. 1. 4. 2. 1. 2. 4. 5. 1.
 5. 3. 4. 3. 3. 2. 3. 2. 3. 5. 1. 2. 1. 1. 2. 5. 5. 2. 3. 4. 1. 3. 4. 4.
 3. 4. 5. 2. 2. 1. 3. 2. 5. 4. 2. 1. 3. 2. 5. 2. 3. 5. 5. 4. 2. 5. 5. 4.
 5. 5. 5. 5. 4. 5. 4. 4. 5. 1. 2. 2. 5. 5. 2. 1. 4. 5. 5. 4. 4. 5. 5. 2.]",5.691056910569106,
124,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 2. 1.
 4. 2. 1. 4. 4. 1. 5. 3. 2. 2. 2. 1. 3. 1. 2. 5. 1. 4. 2. 1. 2. 4. 5. 1.
 5. 3. 4. 3. 3. 2. 3. 2. 3. 5. 1. 2. 1. 1. 2. 5. 5. 2. 3. 4. 1. 3. 4. 4.
 3. 4. 5. 2. 2. 1. 3. 2. 5. 4. 2. 1. 3. 2. 5. 2. 3. 5. 5. 4. 2. 5. 5. 4.
 5. 5. 5. 5. 4. 5. 4. 4. 5. 1. 2. 2. 5. 5. 2. 1. 4. 5. 5. 4. 4. 5. 5. 2.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 1, 'FCI(PCC)': 3, 'GMI(FUS)': 5}",-883.6551311054872,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 3. 3.
 2. 2. 3. 4. 4. 2. 5. 1. 2. 2. 2. 3. 2. 2. 3. 5. 5. 1. 3. 1. 1. 2. 5. 4.
 5. 4. 3. 4. 3. 1. 1. 2. 1. 3. 3. 1. 2. 1. 3. 5. 5. 3. 3. 1. 1. 2. 4. 4.
 5. 4. 5. 1. 1. 3. 3. 4. 4. 4. 1. 1. 1. 1. 5. 2. 5. 5. 2. 4. 4. 2. 5. 2.
 5. 5. 5. 4. 4. 1. 4. 4. 4. 2. 1. 2. 5. 5. 1. 4. 4. 5. 5. 4. 1. 5. 5. 2.]",5.645161290322581,
125,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 3. 3.
 2. 2. 3. 4. 4. 2. 5. 1. 2. 2. 2. 3. 2. 2. 3. 5. 5. 1. 3. 1. 1. 2. 5. 4.
 5. 4. 3. 4. 3. 1. 1. 2. 1. 3. 3. 1. 2. 1. 3. 5. 5. 3. 3. 1. 1. 2. 4. 4.
 5. 4. 5. 1. 1. 3. 3. 4. 4. 4. 1. 1. 1. 1. 5. 2. 5. 5. 2. 4. 4. 2. 5. 2.
 5. 5. 5. 4. 4. 1. 4. 4. 4. 2. 1. 2. 5. 5. 1. 4. 4. 5. 5. 4. 1. 5. 5. 2.]",False,"{'FCI(HIP)': 4, 'GMI(HIP)': 2, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-902.3310100626067,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 4. 4.
 1. 3. 2. 3. 2. 3. 5. 1. 2. 4. 1. 4. 1. 4. 2. 5. 2. 1. 4. 1. 3. 4. 5. 2.
 5. 1. 3. 4. 4. 1. 1. 4. 2. 4. 2. 4. 2. 1. 1. 3. 5. 1. 1. 2. 1. 3. 4. 2.
 3. 1. 5. 1. 5. 3. 3. 3. 4. 3. 4. 2. 1. 2. 5. 1. 5. 5. 2. 2. 3. 5. 5. 4.
 3. 3. 4. 4. 3. 3. 3. 4. 4. 2. 3. 1. 5. 5. 3. 3. 2. 5. 5. 2. 2. 5. 5. 3.]",5.6,
126,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 4. 4.
 1. 3. 2. 3. 2. 3. 5. 1. 2. 4. 1. 4. 1. 4. 2. 5. 2. 1. 4. 1. 3. 4. 5. 2.
 5. 1. 3. 4. 4. 1. 1. 4. 2. 4. 2. 4. 2. 1. 1. 3. 5. 1. 1. 2. 1. 3. 4. 2.
 3. 1. 5. 1. 5. 3. 3. 3. 4. 3. 4. 2. 1. 2. 5. 1. 5. 5. 2. 2. 3. 5. 5. 4.
 3. 3. 4. 4. 3. 3. 3. 4. 4. 2. 3. 1. 5. 5. 3. 3. 2. 5. 5. 2. 2. 5. 5. 3.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 3}",-918.3850027472693,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 3.
 1. 1. 2. 1. 5. 2. 5. 1. 2. 2. 1. 3. 1. 2. 2. 4. 4. 5. 4. 2. 5. 4. 3. 3.
 4. 3. 2. 1. 1. 1. 2. 1. 2. 4. 2. 2. 3. 2. 2. 1. 5. 5. 2. 4. 2. 5. 2. 4.
 4. 2. 5. 1. 3. 1. 2. 2. 5. 1. 5. 1. 2. 2. 5. 3. 4. 3. 3. 2. 2. 4. 5. 3.
 3. 4. 5. 5. 5. 2. 5. 5. 1. 5. 2. 1. 5. 4. 1. 2. 2. 4. 5. 5. 2. 5. 4. 1.]",5.555555555555555,
127,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 3.
 1. 1. 2. 1. 5. 2. 5. 1. 2. 2. 1. 3. 1. 2. 2. 4. 4. 5. 4. 2. 5. 4. 3. 3.
 4. 3. 2. 1. 1. 1. 2. 1. 2. 4. 2. 2. 3. 2. 2. 1. 5. 5. 2. 4. 2. 5. 2. 4.
 4. 2. 5. 1. 3. 1. 2. 2. 5. 1. 5. 1. 2. 2. 5. 3. 4. 3. 3. 2. 2. 4. 5. 3.
 3. 4. 5. 5. 5. 2. 5. 5. 1. 5. 2. 1. 5. 4. 1. 2. 2. 4. 5. 5. 2. 5. 4. 1.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-900.7944509932391,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 1. 1.
 1. 1. 2. 3. 4. 3. 5. 2. 2. 2. 1. 1. 3. 2. 1. 5. 3. 4. 5. 2. 2. 1. 5. 1.
 4. 2. 5. 2. 4. 3. 2. 4. 4. 3. 3. 4. 2. 3. 1. 5. 5. 3. 1. 2. 3. 2. 2. 4.
 4. 2. 4. 2. 2. 2. 1. 2. 2. 1. 1. 3. 1. 1. 5. 3. 5. 5. 4. 5. 4. 5. 5. 3.
 4. 5. 4. 4. 5. 4. 4. 4. 4. 5. 1. 1. 5. 5. 3. 4. 3. 5. 5. 5. 4. 5. 5. 3.]",5.511811023622047,
128,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 1. 1.
 1. 1. 2. 3. 4. 3. 5. 2. 2. 2. 1. 1. 3. 2. 1. 5. 3. 4. 5. 2. 2. 1. 5. 1.
 4. 2. 5. 2. 4. 3. 2. 4. 4. 3. 3. 4. 2. 3. 1. 5. 5. 3. 1. 2. 3. 2. 2. 4.
 4. 2. 4. 2. 2. 2. 1. 2. 2. 1. 1. 3. 1. 1. 5. 3. 5. 5. 4. 5. 4. 5. 5. 3.
 4. 5. 4. 4. 5. 4. 4. 4. 4. 5. 1. 1. 5. 5. 3. 4. 3. 5. 5. 5. 4. 5. 5. 3.]",False,"{'FCI(HIP)': 4, 'GMI(HIP)': 2, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-905.3493212365184,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 1. 1.
 1. 1. 4. 2. 5. 4. 3. 3. 4. 1. 5. 1. 4. 3. 1. 5. 4. 1. 1. 1. 3. 4. 5. 1.
 5. 3. 5. 2. 1. 1. 4. 4. 1. 5. 3. 4. 5. 3. 2. 2. 5. 1. 1. 3. 1. 2. 4. 4.
 3. 1. 5. 1. 1. 1. 1. 3. 2. 1. 2. 1. 1. 2. 5. 1. 2. 5. 4. 2. 3. 5. 5. 2.
 3. 3. 4. 2. 3. 4. 2. 2. 4. 5. 1. 3. 5. 5. 2. 2. 4. 2. 5. 3. 1. 5. 5. 3.]",5.46875,
129,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 1. 1.
 1. 1. 4. 2. 5. 4. 3. 3. 4. 1. 5. 1. 4. 3. 1. 5. 4. 1. 1. 1. 3. 4. 5. 1.
 5. 3. 5. 2. 1. 1. 4. 4. 1. 5. 3. 4. 5. 3. 2. 2. 5. 1. 1. 3. 1. 2. 4. 4.
 3. 1. 5. 1. 1. 1. 1. 3. 2. 1. 2. 1. 1. 2. 5. 1. 2. 5. 4. 2. 3. 5. 5. 2.
 3. 3. 4. 2. 3. 4. 2. 2. 4. 5. 1. 3. 5. 5. 2. 2. 4. 2. 5. 3. 1. 5. 5. 3.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 1, 'FCI(Fusi)': 3, 'FCI(PCC)': 4, 'GMI(FUS)': 5}",-927.2862429024542,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 3.
 1. 4. 1. 1. 5. 1. 5. 3. 1. 1. 1. 1. 5. 2. 3. 5. 3. 2. 1. 3. 3. 1. 5. 3.
 5. 1. 4. 4. 3. 3. 1. 2. 2. 2. 2. 4. 4. 2. 3. 4. 5. 1. 3. 2. 3. 2. 4. 4.
 2. 1. 5. 2. 4. 2. 4. 4. 1. 1. 4. 2. 1. 1. 5. 2. 5. 5. 2. 2. 3. 3. 5. 1.
 3. 4. 3. 3. 3. 5. 3. 4. 2. 5. 4. 4. 5. 5. 2. 4. 2. 1. 5. 3. 3. 5. 2. 1.]",5.426356589147287,
130,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 3.
 1. 4. 1. 1. 5. 1. 5. 3. 1. 1. 1. 1. 5. 2. 3. 5. 3. 2. 1. 3. 3. 1. 5. 3.
 5. 1. 4. 4. 3. 3. 1. 2. 2. 2. 2. 4. 4. 2. 3. 4. 5. 1. 3. 2. 3. 2. 4. 4.
 2. 1. 5. 2. 4. 2. 4. 4. 1. 1. 4. 2. 1. 1. 5. 2. 5. 5. 2. 2. 3. 3. 5. 1.
 3. 4. 3. 3. 3. 5. 3. 4. 2. 5. 4. 4. 5. 5. 2. 4. 2. 1. 5. 3. 3. 5. 2. 1.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-906.2441422186283,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 3. 1.
 2. 3. 1. 2. 4. 2. 5. 3. 2. 2. 2. 1. 1. 1. 2. 5. 4. 3. 1. 1. 1. 2. 5. 2.
 5. 1. 2. 4. 1. 1. 1. 2. 3. 4. 3. 3. 1. 3. 2. 2. 5. 1. 4. 4. 1. 5. 4. 2.
 4. 5. 5. 3. 3. 2. 1. 1. 5. 2. 3. 3. 2. 1. 5. 3. 5. 5. 3. 2. 4. 5. 5. 1.
 4. 3. 5. 4. 4. 3. 4. 1. 4. 5. 4. 1. 2. 5. 3. 1. 1. 5. 5. 1. 3. 5. 5. 1.]",5.384615384615385,
131,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 3. 1.
 2. 3. 1. 2. 4. 2. 5. 3. 2. 2. 2. 1. 1. 1. 2. 5. 4. 3. 1. 1. 1. 2. 5. 2.
 5. 1. 2. 4. 1. 1. 1. 2. 3. 4. 3. 3. 1. 3. 2. 2. 5. 1. 4. 4. 1. 5. 4. 2.
 4. 5. 5. 3. 3. 2. 1. 1. 5. 2. 3. 3. 2. 1. 5. 3. 5. 5. 3. 2. 4. 5. 5. 1.
 4. 3. 5. 4. 4. 3. 4. 1. 4. 5. 4. 1. 2. 5. 3. 1. 1. 5. 5. 1. 3. 5. 5. 1.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 5, 'GMI(FUS)': 1}",-930.4811639923527,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 5. 4.
 3. 3. 3. 5. 1. 1. 5. 2. 1. 3. 3. 3. 4. 2. 2. 2. 5. 3. 2. 2. 4. 3. 5. 3.
 5. 1. 4. 5. 4. 2. 5. 4. 2. 4. 1. 4. 3. 2. 3. 4. 5. 3. 1. 4. 2. 2. 5. 5.
 4. 4. 5. 2. 3. 3. 2. 3. 4. 2. 3. 3. 2. 1. 5. 2. 4. 1. 4. 1. 3. 1. 5. 3.
 5. 4. 5. 4. 4. 1. 5. 2. 5. 2. 1. 4. 4. 5. 3. 4. 2. 5. 5. 5. 4. 5. 5. 2.]",5.343511450381679,
132,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 5. 4.
 3. 3. 3. 5. 1. 1. 5. 2. 1. 3. 3. 3. 4. 2. 2. 2. 5. 3. 2. 2. 4. 3. 5. 3.
 5. 1. 4. 5. 4. 2. 5. 4. 2. 4. 1. 4. 3. 2. 3. 4. 5. 3. 1. 4. 2. 2. 5. 5.
 4. 4. 5. 2. 3. 3. 2. 3. 4. 2. 3. 3. 2. 1. 5. 2. 4. 1. 4. 1. 3. 1. 5. 3.
 5. 4. 5. 4. 4. 1. 5. 2. 5. 2. 1. 4. 4. 5. 3. 4. 2. 5. 5. 5. 4. 5. 5. 2.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 3}",-909.7487659669522,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 5. 1. 2.
 2. 3. 2. 2. 4. 1. 4. 1. 4. 2. 5. 1. 3. 2. 2. 4. 5. 2. 3. 4. 5. 2. 4. 1.
 4. 2. 3. 2. 2. 2. 3. 4. 3. 2. 1. 3. 1. 1. 1. 5. 5. 2. 1. 4. 1. 1. 5. 4.
 5. 3. 5. 1. 2. 1. 5. 5. 4. 1. 2. 2. 2. 3. 5. 2. 3. 5. 2. 4. 4. 5. 5. 4.
 5. 5. 3. 4. 4. 3. 5. 1. 5. 3. 2. 1. 5. 4. 3. 3. 4. 4. 5. 1. 3. 5. 5. 1.]",5.303030303030303,
133,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 5. 1. 2.
 2. 3. 2. 2. 4. 1. 4. 1. 4. 2. 5. 1. 3. 2. 2. 4. 5. 2. 3. 4. 5. 2. 4. 1.
 4. 2. 3. 2. 2. 2. 3. 4. 3. 2. 1. 3. 1. 1. 1. 5. 5. 2. 1. 4. 1. 1. 5. 4.
 5. 3. 5. 1. 2. 1. 5. 5. 4. 1. 2. 2. 2. 3. 5. 2. 3. 5. 2. 4. 4. 5. 5. 4.
 5. 5. 3. 4. 4. 3. 5. 1. 5. 3. 2. 1. 5. 4. 3. 3. 4. 4. 5. 1. 3. 5. 5. 1.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 1, 'FCI(Fusi)': 3, 'FCI(PCC)': 4, 'GMI(FUS)': 5}",-942.8416991677984,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2.
 2. 4. 2. 4. 3. 3. 5. 4. 2. 3. 4. 5. 4. 2. 1. 5. 5. 3. 4. 3. 4. 1. 5. 5.
 5. 2. 4. 2. 3. 1. 1. 5. 2. 2. 3. 3. 1. 4. 1. 3. 5. 2. 1. 1. 2. 1. 3. 5.
 3. 2. 3. 1. 2. 1. 4. 1. 3. 4. 3. 2. 4. 2. 5. 2. 5. 4. 1. 3. 5. 5. 4. 1.
 2. 3. 3. 1. 4. 2. 2. 2. 4. 4. 1. 5. 1. 5. 5. 3. 4. 5. 5. 2. 2. 5. 5. 1.]",5.2631578947368425,
