iteration,participant_stages_at_the_start_of_this_round,should_revert_to_max_likelihood_order,new_order_to_test,new_order_likelihood,max_likelihood_up_until_now,all_participant_ln_likelihood_is_larger,accepted_order,accepted_likelihood,participant_stages_at_the_end_of_iteration,acceptance_ratio,actualy_reverted
11,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 4.
 3. 2. 1. 4. 4. 1. 5. 1. 1. 1. 3. 2. 2. 2. 1. 5. 5. 2. 3. 2. 4. 2. 5. 3.
 5. 1. 1. 3. 3. 1. 2. 1. 1. 4. 2. 1. 2. 2. 1. 5. 5. 2. 3. 1. 2. 1. 2. 4.
 5. 1. 5. 3. 2. 3. 1. 3. 5. 2. 2. 3. 2. 3. 5. 3. 5. 1. 4. 4. 3. 5. 5. 3.
 5. 5. 4. 5. 4. 4. 4. 4. 5. 5. 1. 1. 5. 5. 3. 4. 2. 5. 5. 5. 4. 5. 5. 2.]",False,"{'FCI(HIP)': 3, 'GMI(HIP)': 1, 'FCI(Fusi)': 2, 'FCI(PCC)': 4, 'GMI(FUS)': 5}",-925.1154875992123,-878.5008721205526,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-878.5008721205526,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 2. 1.
 2. 3. 1. 4. 4. 3. 5. 4. 3. 4. 3. 4. 1. 2. 1. 5. 5. 3. 4. 3. 4. 2. 5. 3.
 3. 3. 1. 2. 3. 4. 3. 4. 1. 4. 2. 3. 1. 1. 3. 5. 5. 1. 4. 1. 4. 1. 2. 2.
 3. 2. 5. 2. 2. 1. 4. 1. 4. 1. 2. 1. 2. 1. 5. 2. 5. 5. 3. 4. 4. 2. 5. 2.
 4. 5. 2. 5. 1. 5. 3. 1. 2. 5. 1. 1. 5. 5. 4. 3. 3. 5. 5. 4. 4. 5. 5. 4.]",45.45454545454545,
12,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 2. 1.
 2. 3. 1. 4. 4. 3. 5. 4. 3. 4. 3. 4. 1. 2. 1. 5. 5. 3. 4. 3. 4. 2. 5. 3.
 3. 3. 1. 2. 3. 4. 3. 4. 1. 4. 2. 3. 1. 1. 3. 5. 5. 1. 4. 1. 4. 1. 2. 2.
 3. 2. 5. 2. 2. 1. 4. 1. 4. 1. 2. 1. 2. 1. 5. 2. 5. 5. 3. 4. 4. 2. 5. 2.
 4. 5. 2. 5. 1. 5. 3. 1. 2. 5. 1. 1. 5. 5. 4. 3. 3. 5. 5. 4. 4. 5. 5. 4.]",False,"{'FCI(HIP)': 3, 'GMI(HIP)': 5, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-906.4504819846818,-878.5008721205526,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-878.5008721205526,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 2. 2.
 2. 1. 3. 3. 5. 2. 5. 1. 2. 1. 1. 1. 2. 3. 1. 5. 2. 2. 5. 1. 4. 3. 5. 2.
 5. 3. 2. 4. 4. 2. 1. 5. 1. 2. 2. 2. 1. 4. 1. 5. 5. 2. 1. 3. 4. 1. 1. 5.
 5. 1. 5. 2. 4. 1. 1. 4. 5. 4. 3. 3. 2. 2. 4. 2. 5. 5. 1. 1. 5. 1. 5. 1.
 2. 5. 5. 5. 5. 5. 5. 1. 2. 4. 3. 1. 5. 5. 1. 4. 3. 5. 5. 1. 3. 5. 5. 2.]",41.666666666666664,
13,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 2. 2.
 2. 1. 3. 3. 5. 2. 5. 1. 2. 1. 1. 1. 2. 3. 1. 5. 2. 2. 5. 1. 4. 3. 5. 2.
 5. 3. 2. 4. 4. 2. 1. 5. 1. 2. 2. 2. 1. 4. 1. 5. 5. 2. 1. 3. 4. 1. 1. 5.
 5. 1. 5. 2. 4. 1. 1. 4. 5. 4. 3. 3. 2. 2. 4. 2. 5. 5. 1. 1. 5. 1. 5. 1.
 2. 5. 5. 5. 5. 5. 5. 1. 2. 4. 3. 1. 5. 5. 1. 4. 3. 5. 5. 1. 3. 5. 5. 2.]",False,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 2}",-916.9261800846759,-878.5008721205526,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-878.5008721205526,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 1. 1.
 1. 1. 2. 4. 5. 2. 5. 3. 1. 1. 3. 1. 1. 2. 1. 4. 2. 3. 5. 1. 5. 1. 4. 3.
 5. 5. 2. 3. 2. 1. 5. 1. 1. 2. 2. 2. 1. 3. 3. 5. 5. 1. 1. 4. 2. 4. 1. 1.
 5. 1. 5. 1. 1. 1. 2. 1. 4. 1. 3. 1. 1. 3. 2. 3. 4. 5. 4. 4. 1. 4. 5. 1.
 4. 5. 3. 4. 5. 2. 5. 4. 5. 5. 2. 3. 4. 5. 4. 4. 4. 4. 4. 4. 4. 4. 5. 2.]",38.46153846153846,
14,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 1. 1.
 1. 1. 2. 4. 5. 2. 5. 3. 1. 1. 3. 1. 1. 2. 1. 4. 2. 3. 5. 1. 5. 1. 4. 3.
 5. 5. 2. 3. 2. 1. 5. 1. 1. 2. 2. 2. 1. 3. 3. 5. 5. 1. 1. 4. 2. 4. 1. 1.
 5. 1. 5. 1. 1. 1. 2. 1. 4. 1. 3. 1. 1. 3. 2. 3. 4. 5. 4. 4. 1. 4. 5. 1.
 4. 5. 3. 4. 5. 2. 5. 4. 5. 5. 2. 3. 4. 5. 4. 4. 4. 4. 4. 4. 4. 4. 5. 2.]",False,"{'FCI(HIP)': 5, 'GMI(HIP)': 3, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-903.3228290639024,-878.5008721205526,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-878.5008721205526,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 1. 1.
 1. 2. 1. 3. 5. 1. 5. 2. 1. 2. 2. 1. 1. 2. 5. 5. 4. 2. 5. 1. 3. 4. 5. 2.
 5. 3. 1. 3. 5. 1. 1. 3. 4. 4. 2. 3. 2. 2. 3. 5. 5. 1. 2. 2. 2. 4. 1. 4.
 5. 2. 5. 2. 1. 2. 2. 4. 5. 1. 4. 3. 1. 1. 5. 2. 4. 5. 3. 4. 5. 5. 4. 3.
 4. 5. 4. 4. 3. 5. 4. 2. 5. 4. 1. 2. 4. 5. 4. 3. 1. 4. 4. 5. 3. 4. 4. 1.]",35.714285714285715,
15,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 1. 1.
 1. 2. 1. 3. 5. 1. 5. 2. 1. 2. 2. 1. 1. 2. 5. 5. 4. 2. 5. 1. 3. 4. 5. 2.
 5. 3. 1. 3. 5. 1. 1. 3. 4. 4. 2. 3. 2. 2. 3. 5. 5. 1. 2. 2. 2. 4. 1. 4.
 5. 2. 5. 2. 1. 2. 2. 4. 5. 1. 4. 3. 1. 1. 5. 2. 4. 5. 3. 4. 5. 5. 4. 3.
 4. 5. 4. 4. 3. 5. 4. 2. 5. 4. 1. 2. 4. 5. 4. 3. 1. 4. 4. 5. 3. 4. 4. 1.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-894.3455099422198,-878.5008721205526,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-878.5008721205526,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 3.
 1. 3. 2. 3. 5. 1. 5. 1. 3. 3. 2. 1. 2. 1. 3. 5. 5. 3. 1. 1. 4. 4. 5. 2.
 5. 3. 4. 3. 2. 2. 1. 5. 2. 4. 2. 4. 3. 2. 1. 5. 5. 2. 2. 4. 3. 3. 4. 4.
 5. 3. 5. 1. 3. 3. 2. 4. 3. 3. 3. 2. 2. 3. 5. 3. 4. 4. 1. 4. 1. 5. 5. 4.
 4. 4. 4. 5. 5. 1. 1. 4. 1. 4. 3. 3. 5. 5. 3. 1. 3. 5. 5. 4. 4. 5. 5. 2.]",33.333333333333336,
16,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 3.
 1. 3. 2. 3. 5. 1. 5. 1. 3. 3. 2. 1. 2. 1. 3. 5. 5. 3. 1. 1. 4. 4. 5. 2.
 5. 3. 4. 3. 2. 2. 1. 5. 2. 4. 2. 4. 3. 2. 1. 5. 5. 2. 2. 4. 3. 3. 4. 4.
 5. 3. 5. 1. 3. 3. 2. 4. 3. 3. 3. 2. 2. 3. 5. 3. 4. 4. 1. 4. 1. 5. 5. 4.
 4. 4. 4. 5. 5. 1. 1. 4. 1. 4. 3. 3. 5. 5. 3. 1. 3. 5. 5. 4. 4. 5. 5. 2.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 3, 'FCI(Fusi)': 2, 'FCI(PCC)': 4, 'GMI(FUS)': 5}",-897.3897012213644,-878.5008721205526,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-878.5008721205526,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 2.
 2. 3. 2. 2. 4. 1. 5. 2. 2. 2. 2. 2. 2. 2. 1. 5. 4. 1. 1. 4. 3. 4. 5. 1.
 5. 5. 2. 2. 5. 1. 2. 1. 1. 5. 1. 4. 1. 3. 1. 3. 5. 2. 2. 4. 1. 4. 4. 1.
 4. 3. 5. 3. 1. 1. 1. 2. 5. 3. 2. 1. 1. 2. 5. 4. 5. 3. 4. 1. 5. 5. 5. 1.
 5. 4. 5. 4. 4. 3. 4. 3. 1. 5. 2. 2. 5. 5. 2. 1. 1. 5. 5. 4. 4. 5. 5. 2.]",31.25,
17,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 2.
 2. 3. 2. 2. 4. 1. 5. 2. 2. 2. 2. 2. 2. 2. 1. 5. 4. 1. 1. 4. 3. 4. 5. 1.
 5. 5. 2. 2. 5. 1. 2. 1. 1. 5. 1. 4. 1. 3. 1. 3. 5. 2. 2. 4. 1. 4. 4. 1.
 4. 3. 5. 3. 1. 1. 1. 2. 5. 3. 2. 1. 1. 2. 5. 4. 5. 3. 4. 1. 5. 5. 5. 1.
 5. 4. 5. 4. 4. 3. 4. 3. 1. 5. 2. 2. 5. 5. 2. 1. 1. 5. 5. 4. 4. 5. 5. 2.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 3, 'FCI(Fusi)': 2, 'FCI(PCC)': 4, 'GMI(FUS)': 5}",-889.7598279312638,-878.5008721205526,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-878.5008721205526,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 4. 3.
 2. 4. 3. 3. 5. 1. 5. 3. 2. 1. 2. 4. 2. 1. 2. 5. 5. 2. 5. 3. 4. 4. 5. 2.
 5. 3. 1. 2. 1. 1. 2. 4. 2. 3. 1. 3. 1. 2. 2. 5. 5. 3. 3. 2. 1. 3. 3. 3.
 5. 2. 5. 2. 2. 2. 3. 1. 5. 1. 3. 2. 1. 2. 5. 1. 5. 5. 3. 5. 3. 5. 5. 4.
 5. 5. 5. 5. 5. 1. 4. 3. 3. 2. 1. 1. 5. 5. 2. 2. 3. 5. 5. 4. 4. 5. 5. 1.]",29.41176470588235,
18,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 4. 3.
 2. 4. 3. 3. 5. 1. 5. 3. 2. 1. 2. 4. 2. 1. 2. 5. 5. 2. 5. 3. 4. 4. 5. 2.
 5. 3. 1. 2. 1. 1. 2. 4. 2. 3. 1. 3. 1. 2. 2. 5. 5. 3. 3. 2. 1. 3. 3. 3.
 5. 2. 5. 2. 2. 2. 3. 1. 5. 1. 3. 2. 1. 2. 5. 1. 5. 5. 3. 5. 3. 5. 5. 4.
 5. 5. 5. 5. 5. 1. 4. 3. 3. 2. 1. 1. 5. 5. 2. 2. 3. 5. 5. 4. 4. 5. 5. 1.]",False,"{'FCI(HIP)': 3, 'GMI(HIP)': 2, 'FCI(Fusi)': 4, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-897.5604250848195,-878.5008721205526,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-878.5008721205526,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 2.
 1. 4. 1. 2. 2. 1. 5. 4. 3. 1. 1. 4. 4. 1. 2. 5. 4. 3. 4. 1. 1. 1. 5. 3.
 5. 5. 3. 2. 1. 3. 1. 2. 1. 5. 3. 2. 3. 4. 3. 2. 5. 3. 2. 1. 2. 2. 2. 4.
 5. 5. 5. 1. 1. 3. 4. 2. 4. 1. 4. 2. 1. 3. 5. 2. 5. 5. 3. 3. 4. 5. 5. 1.
 2. 4. 5. 3. 5. 5. 4. 4. 3. 5. 1. 3. 5. 5. 3. 3. 3. 3. 5. 4. 3. 5. 5. 2.]",27.77777777777778,
19,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 2.
 1. 4. 1. 2. 2. 1. 5. 4. 3. 1. 1. 4. 4. 1. 2. 5. 4. 3. 4. 1. 1. 1. 5. 3.
 5. 5. 3. 2. 1. 3. 1. 2. 1. 5. 3. 2. 3. 4. 3. 2. 5. 3. 2. 1. 2. 2. 2. 4.
 5. 5. 5. 1. 1. 3. 4. 2. 4. 1. 4. 2. 1. 3. 5. 2. 5. 5. 3. 3. 4. 5. 5. 1.
 2. 4. 5. 3. 5. 5. 4. 4. 3. 5. 1. 3. 5. 5. 3. 3. 3. 3. 5. 4. 3. 5. 5. 2.]",False,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 5, 'FCI(PCC)': 1, 'GMI(FUS)': 2}",-923.8561386183711,-878.5008721205526,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-878.5008721205526,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2.
 1. 5. 2. 5. 4. 5. 2. 1. 1. 2. 1. 1. 3. 1. 2. 4. 4. 5. 5. 5. 1. 1. 4. 3.
 2. 3. 3. 4. 3. 2. 1. 4. 3. 2. 3. 4. 1. 3. 1. 4. 5. 3. 2. 3. 1. 1. 5. 1.
 4. 2. 5. 1. 4. 1. 3. 3. 5. 2. 4. 1. 3. 1. 3. 2. 2. 3. 2. 1. 4. 5. 5. 1.
 4. 2. 4. 4. 5. 2. 5. 5. 5. 4. 3. 1. 2. 4. 4. 5. 1. 4. 5. 5. 2. 5. 4. 1.]",26.31578947368421,
20,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2.
 1. 5. 2. 5. 4. 5. 2. 1. 1. 2. 1. 1. 3. 1. 2. 4. 4. 5. 5. 5. 1. 1. 4. 3.
 2. 3. 3. 4. 3. 2. 1. 4. 3. 2. 3. 4. 1. 3. 1. 4. 5. 3. 2. 3. 1. 1. 5. 1.
 4. 2. 5. 1. 4. 1. 3. 3. 5. 2. 4. 1. 3. 1. 3. 2. 2. 3. 2. 1. 4. 5. 5. 1.
 4. 2. 4. 4. 5. 2. 5. 5. 5. 4. 3. 1. 2. 4. 4. 5. 1. 4. 5. 5. 2. 5. 4. 1.]",False,"{'FCI(HIP)': 3, 'GMI(HIP)': 1, 'FCI(Fusi)': 2, 'FCI(PCC)': 5, 'GMI(FUS)': 4}",-945.6834737653151,-878.5008721205526,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-878.5008721205526,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 5. 2.
 2. 5. 2. 1. 1. 2. 5. 3. 4. 1. 3. 2. 3. 2. 3. 5. 5. 2. 3. 5. 1. 2. 5. 1.
 4. 2. 3. 2. 5. 3. 3. 2. 4. 1. 3. 3. 2. 2. 1. 3. 4. 3. 3. 4. 2. 2. 5. 4.
 5. 4. 4. 3. 3. 3. 3. 2. 3. 1. 3. 1. 4. 2. 4. 1. 5. 5. 4. 2. 3. 2. 5. 3.
 4. 5. 3. 5. 4. 4. 1. 4. 2. 5. 3. 1. 5. 5. 1. 2. 1. 3. 4. 2. 2. 4. 4. 3.]",25.0,
21,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 5. 2.
 2. 5. 2. 1. 1. 2. 5. 3. 4. 1. 3. 2. 3. 2. 3. 5. 5. 2. 3. 5. 1. 2. 5. 1.
 4. 2. 3. 2. 5. 3. 3. 2. 4. 1. 3. 3. 2. 2. 1. 3. 4. 3. 3. 4. 2. 2. 5. 4.
 5. 4. 4. 3. 3. 3. 3. 2. 3. 1. 3. 1. 4. 2. 4. 1. 5. 5. 4. 2. 3. 2. 5. 3.
 4. 5. 3. 5. 4. 4. 1. 4. 2. 5. 3. 1. 5. 5. 1. 2. 1. 3. 4. 2. 2. 4. 4. 3.]",False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 2, 'FCI(PCC)': 3, 'GMI(FUS)': 5}",-926.7783716200194,-878.5008721205526,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-878.5008721205526,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 4. 2.
 2. 1. 1. 5. 5. 1. 5. 3. 3. 3. 3. 4. 3. 2. 4. 5. 5. 3. 2. 3. 2. 5. 5. 1.
 5. 1. 2. 2. 3. 2. 1. 5. 2. 5. 1. 4. 5. 1. 4. 5. 5. 1. 3. 5. 4. 5. 2. 1.
 4. 2. 5. 2. 1. 1. 3. 2. 4. 5. 1. 2. 3. 3. 5. 3. 5. 5. 2. 1. 2. 5. 4. 2.
 5. 4. 4. 5. 4. 1. 4. 5. 4. 2. 3. 4. 2. 5. 3. 3. 5. 5. 5. 5. 5. 5. 5. 2.]",23.80952380952381,
22,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 4. 2.
 2. 1. 1. 5. 5. 1. 5. 3. 3. 3. 3. 4. 3. 2. 4. 5. 5. 3. 2. 3. 2. 5. 5. 1.
 5. 1. 2. 2. 3. 2. 1. 5. 2. 5. 1. 4. 5. 1. 4. 5. 5. 1. 3. 5. 4. 5. 2. 1.
 4. 2. 5. 2. 1. 1. 3. 2. 4. 5. 1. 2. 3. 3. 5. 3. 5. 5. 2. 1. 2. 5. 4. 2.
 5. 4. 4. 5. 4. 1. 4. 5. 4. 2. 3. 4. 2. 5. 3. 3. 5. 5. 5. 5. 5. 5. 5. 2.]",False,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-893.5355616881446,-878.5008721205526,False,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-878.5008721205526,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2.
 1. 1. 2. 1. 5. 2. 5. 1. 3. 3. 2. 3. 2. 1. 3. 5. 5. 3. 2. 2. 4. 3. 5. 1.
 5. 1. 1. 2. 2. 1. 3. 4. 3. 4. 4. 3. 2. 1. 2. 5. 5. 1. 2. 2. 2. 2. 5. 5.
 5. 3. 5. 2. 1. 1. 1. 2. 5. 2. 2. 2. 3. 4. 5. 3. 5. 5. 5. 4. 2. 2. 5. 2.
 4. 4. 5. 5. 4. 1. 4. 4. 4. 5. 3. 3. 5. 5. 2. 4. 2. 5. 5. 1. 1. 5. 5. 3.]",22.727272727272727,
