iteration,all_current_best_likelihoods
1,-949.0504415004722
2,-900.2818431093489
3,-898.5999868787534
4,-898.5999868787534
5,-898.5999868787534
6,-898.5999868787534
7,-898.5999868787534
8,-898.5999868787534
9,-887.7217469432283
10,-887.7217469432283
11,-887.7217469432283
12,-887.7217469432283
13,-887.7217469432283
14,-887.7217469432283
15,-887.7217469432283
16,-887.7217469432283
17,-887.7217469432283
18,-887.7217469432283
19,-887.7217469432283
20,-886.8724509884212
21,-886.8724509884212
22,-886.8724509884212
23,-886.8724509884212
24,-886.8724509884212
25,-886.8724509884212
26,-886.8724509884212
27,-886.8724509884212
28,-886.8724509884212
29,-886.8724509884212
30,-879.3268468919474
31,-880.0778616594087
32,-880.0778616594087
33,-880.0778616594087
34,-880.0778616594087
35,-880.0778616594087
36,-880.0778616594087
37,-880.0778616594087
38,-880.0778616594087
39,-880.0778616594087
40,-880.0778616594087
41,-878.6674134634877
42,-878.6674134634877
43,-878.6674134634877
44,-878.6674134634877
45,-878.6674134634877
46,-878.6674134634877
47,-878.6674134634877
48,-878.6674134634877
49,-878.6674134634877
50,-878.6674134634877
51,-878.6674134634877
52,-878.6674134634877
53,-878.6674134634877
54,-878.6674134634877
55,-878.6674134634877
56,-878.6674134634877
57,-878.6674134634877
58,-878.6674134634877
59,-878.6674134634877
60,-878.6674134634877
61,-878.6674134634877
62,-878.6674134634877
63,-878.6674134634877
64,-878.6674134634877
65,-878.6674134634877
66,-878.6674134634877
67,-878.6674134634877
68,-878.6674134634877
69,-878.6674134634877
70,-878.6674134634877
71,-878.6674134634877
72,-878.6674134634877
73,-878.6674134634877
74,-878.6674134634877
75,-878.6674134634877
76,-878.6674134634877
77,-878.6674134634877
78,-878.6674134634877
79,-878.6674134634877
80,-878.6674134634877
81,-878.6674134634877
82,-878.6674134634877
83,-867.7344452256415
84,-867.7344452256415
85,-867.7344452256415
86,-867.7344452256415
87,-867.7344452256415
88,-867.7344452256415
89,-867.7344452256415
90,-867.7344452256415
91,-867.7344452256415
92,-867.7344452256415
93,-867.7344452256415
94,-867.7344452256415
95,-867.7344452256415
96,-867.7344452256415
97,-867.7344452256415
98,-867.7344452256415
99,-867.7344452256415
100,-867.7344452256415
101,-867.7344452256415
102,-867.7344452256415
103,-867.7344452256415
104,-867.7344452256415
105,-867.7344452256415
106,-867.7344452256415
107,-867.7344452256415
108,-867.7344452256415
109,-867.7344452256415
110,-867.7344452256415
111,-867.7344452256415
112,-867.7344452256415
113,-867.7344452256415
114,-867.7344452256415
115,-867.7344452256415
116,-867.7344452256415
117,-867.7344452256415
118,-867.7344452256415
119,-867.7344452256415
120,-867.7344452256415
121,-867.7344452256415
122,-867.7344452256415
123,-867.7344452256415
124,-867.7344452256415
125,-867.7344452256415
126,-867.7344452256415
127,-867.7344452256415
128,-867.7344452256415
129,-867.7344452256415
130,-867.7344452256415
131,-867.7344452256415
132,-867.7344452256415
133,-867.7344452256415
134,-867.7344452256415
135,-867.7344452256415
136,-867.7344452256415
137,-867.7344452256415
138,-867.7344452256415
139,-867.7344452256415
140,-867.7344452256415
141,-867.7344452256415
142,-867.7344452256415
143,-867.7344452256415
144,-867.7344452256415
145,-867.7344452256415
146,-867.7344452256415
147,-867.7344452256415
148,-867.7344452256415
149,-867.7344452256415
150,-867.7344452256415
151,-867.7344452256415
152,-867.7344452256415
153,-867.7344452256415
154,-867.7344452256415
155,-867.7344452256415
156,-867.7344452256415
157,-867.7344452256415
158,-867.7344452256415
159,-867.7344452256415
160,-867.7344452256415
161,-867.7344452256415
162,-867.7344452256415
163,-867.7344452256415
164,-867.7344452256415
165,-867.7344452256415
166,-867.7344452256415
167,-867.7344452256415
168,-867.7344452256415
169,-867.7344452256415
170,-867.7344452256415
171,-867.7344452256415
172,-867.7344452256415
173,-867.7344452256415
174,-867.7344452256415
175,-867.7344452256415
176,-867.7344452256415
177,-867.7344452256415
178,-867.7344452256415
179,-867.7344452256415
180,-867.7344452256415
181,-867.7344452256415
182,-867.7344452256415
183,-867.7344452256415
184,-867.7344452256415
185,-867.7344452256415
186,-867.7344452256415
187,-867.7344452256415
188,-867.7344452256415
189,-867.7344452256415
190,-867.7344452256415
191,-867.7344452256415
192,-867.7344452256415
193,-867.7344452256415
194,-867.7344452256415
195,-867.7344452256415
196,-867.7344452256415
197,-867.7344452256415
198,-867.7344452256415
199,-867.7344452256415
200,-867.7344452256415
201,-867.7344452256415
202,-867.7344452256415
203,-867.7344452256415
204,-867.7344452256415
205,-867.7344452256415
206,-867.7344452256415
207,-867.7344452256415
208,-867.7344452256415
209,-867.7344452256415
210,-867.7344452256415
211,-867.7344452256415
212,-867.7344452256415
213,-867.7344452256415
214,-867.7344452256415
215,-867.7344452256415
216,-867.7344452256415
217,-867.7344452256415
218,-867.7344452256415
219,-867.7344452256415
220,-867.7344452256415
221,-867.7344452256415
222,-867.7344452256415
223,-867.7344452256415
224,-867.7344452256415
225,-867.7344452256415
226,-867.7344452256415
227,-867.7344452256415
228,-867.7344452256415
229,-867.7344452256415
230,-867.7344452256415
231,-867.7344452256415
232,-867.7344452256415
233,-867.7344452256415
234,-867.7344452256415
235,-867.7344452256415
236,-867.7344452256415
237,-867.7344452256415
238,-867.7344452256415
239,-867.7344452256415
240,-867.7344452256415
241,-867.7344452256415
242,-867.7344452256415
243,-867.7344452256415
244,-867.7344452256415
245,-867.7344452256415
246,-867.7344452256415
247,-867.7344452256415
248,-867.7344452256415
249,-867.7344452256415
250,-867.7344452256415
251,-867.7344452256415
252,-867.7344452256415
253,-867.7344452256415
254,-867.7344452256415
255,-867.7344452256415
256,-867.7344452256415
257,-867.7344452256415
258,-867.7344452256415
259,-867.7344452256415
260,-867.7344452256415
261,-867.7344452256415
262,-867.7344452256415
263,-867.7344452256415
264,-867.7344452256415
265,-867.7344452256415
266,-867.7344452256415
267,-867.7344452256415
268,-867.7344452256415
269,-867.7344452256415
270,-867.7344452256415
271,-867.7344452256415
272,-867.7344452256415
273,-867.7344452256415
274,-867.7344452256415
275,-867.7344452256415
276,-867.7344452256415
277,-867.7344452256415
278,-867.7344452256415
279,-867.7344452256415
280,-867.7344452256415
281,-867.7344452256415
282,-867.7344452256415
283,-867.7344452256415
284,-867.7344452256415
285,-867.7344452256415
286,-867.7344452256415
287,-867.7344452256415
288,-867.7344452256415
289,-867.7344452256415
290,-867.7344452256415
291,-867.7344452256415
292,-867.7344452256415
293,-867.7344452256415
294,-867.7344452256415
295,-867.7344452256415
296,-867.7344452256415
297,-867.7344452256415
298,-867.7344452256415
299,-867.7344452256415
300,-867.7344452256415
301,-867.7344452256415
302,-867.7344452256415
303,-867.7344452256415
304,-867.7344452256415
305,-867.7344452256415
306,-867.7344452256415
307,-867.7344452256415
308,-867.7344452256415
309,-867.7344452256415
310,-867.7344452256415
311,-867.7344452256415
312,-867.7344452256415
313,-867.7344452256415
314,-867.7344452256415
315,-867.7344452256415
316,-867.7344452256415
317,-867.7344452256415
318,-867.7344452256415
319,-867.7344452256415
320,-867.7344452256415
321,-867.7344452256415
322,-867.7344452256415
323,-867.7344452256415
324,-867.7344452256415
325,-867.7344452256415
326,-867.7344452256415
327,-867.7344452256415
328,-867.7344452256415
329,-867.7344452256415
330,-867.7344452256415
331,-867.7344452256415
332,-867.7344452256415
333,-867.7344452256415
334,-867.7344452256415
335,-867.7344452256415
336,-867.7344452256415
337,-867.7344452256415
338,-867.7344452256415
339,-867.7344452256415
340,-867.7344452256415
341,-867.7344452256415
342,-867.7344452256415
343,-867.7344452256415
344,-867.7344452256415
345,-867.7344452256415
346,-867.7344452256415
347,-867.7344452256415
348,-867.7344452256415
349,-867.7344452256415
350,-867.7344452256415
351,-867.7344452256415
352,-867.7344452256415
353,-867.7344452256415
354,-867.7344452256415
355,-867.7344452256415
356,-867.7344452256415
357,-867.7344452256415
358,-867.7344452256415
359,-867.7344452256415
360,-867.7344452256415
361,-867.7344452256415
362,-867.7344452256415
363,-867.7344452256415
364,-867.7344452256415
365,-867.7344452256415
366,-867.7344452256415
367,-867.7344452256415
368,-867.7344452256415
369,-867.7344452256415
370,-867.7344452256415
371,-867.7344452256415
372,-867.7344452256415
373,-867.7344452256415
374,-867.7344452256415
375,-867.7344452256415
376,-867.7344452256415
377,-867.7344452256415
378,-867.7344452256415
379,-867.7344452256415
380,-867.7344452256415
381,-867.7344452256415
382,-867.7344452256415
383,-867.7344452256415
384,-867.7344452256415
385,-867.7344452256415
386,-867.7344452256415
387,-867.7344452256415
388,-867.7344452256415
389,-867.7344452256415
390,-867.7344452256415
391,-867.7344452256415
392,-867.7344452256415
393,-867.7344452256415
394,-867.7344452256415
395,-867.7344452256415
396,-867.7344452256415
397,-867.7344452256415
398,-867.7344452256415
399,-867.7344452256415
400,-867.7344452256415
401,-867.7344452256415
402,-867.7344452256415
403,-867.7344452256415
404,-867.7344452256415
405,-867.7344452256415
406,-867.7344452256415
407,-867.7344452256415
408,-867.7344452256415
409,-867.7344452256415
410,-867.7344452256415
411,-867.7344452256415
412,-867.7344452256415
413,-867.7344452256415
414,-867.7344452256415
415,-867.7344452256415
416,-867.7344452256415
417,-867.7344452256415
418,-867.7344452256415
419,-867.7344452256415
420,-867.7344452256415
421,-867.7344452256415
422,-867.7344452256415
423,-867.7344452256415
424,-867.7344452256415
425,-867.7344452256415
426,-867.7344452256415
427,-867.7344452256415
428,-867.7344452256415
429,-867.7344452256415
430,-867.7344452256415
431,-867.7344452256415
432,-867.7344452256415
433,-867.7344452256415
434,-867.7344452256415
435,-867.7344452256415
436,-867.7344452256415
437,-867.7344452256415
438,-867.7344452256415
439,-867.7344452256415
440,-867.7344452256415
