iteration,all_current_likelihoods
1,-1110.2630661684486
2,-1110.2630661684486
3,-1110.2630661684486
4,-1110.2630661684486
5,-1110.2630661684486
6,-1110.2630661684486
7,-1110.2630661684486
8,-1110.2630661684486
9,-1110.2630661684486
10,-1110.2630661684486
11,-1110.2630661684486
12,-1110.2630661684486
13,-1110.2630661684486
14,-1110.2630661684486
15,-1110.2630661684486
16,-1110.2630661684486
17,-1110.2630661684486
18,-1110.2630661684486
19,-1110.2630661684486
20,-1110.2630661684486
21,-1110.2630661684486
22,-1110.2630661684486
23,-1110.2630661684486
24,-1110.2630661684486
25,-1110.2630661684486
26,-1110.2630661684486
27,-1110.2630661684486
28,-1110.2630661684486
29,-1110.2630661684486
30,-1110.2630661684486
31,-1110.2630661684486
32,-1110.2630661684486
33,-1110.2630661684486
34,-1110.2630661684486
35,-1110.2630661684486
36,-1110.2630661684486
37,-1110.2630661684486
38,-1110.2630661684486
39,-1110.2630661684486
40,-1110.2630661684486
41,-1110.2630661684486
42,-1110.2630661684486
43,-1110.2630661684486
44,-1110.2630661684486
45,-1110.2630661684486
46,-1110.2630661684486
47,-1110.2630661684486
48,-1110.2630661684486
49,-1110.2630661684486
50,-1110.2630661684486
51,-1110.2630661684486
52,-1110.2630661684486
53,-1110.2630661684486
54,-1110.2630661684486
55,-1110.2630661684486
56,-1110.2630661684486
57,-1110.2630661684486
58,-1110.2630661684486
59,-1110.2630661684486
60,-1110.2630661684486
61,-1110.2630661684486
62,-1110.2630661684486
63,-1110.2630661684486
64,-1110.2630661684486
65,-1110.2630661684486
66,-1110.2630661684486
67,-1110.2630661684486
68,-1110.2630661684486
69,-1110.2630661684486
70,-1110.2630661684486
71,-1110.2630661684486
72,-1110.2630661684486
73,-1110.2630661684486
74,-1110.2630661684486
75,-1110.2630661684486
76,-1110.2630661684486
77,-1110.2630661684486
78,-1110.2630661684486
79,-1110.2630661684486
80,-1110.2630661684486
81,-1110.2630661684486
82,-1110.2630661684486
83,-1110.2630661684486
84,-1110.2630661684486
85,-1110.2630661684486
86,-1110.2630661684486
87,-1110.2630661684486
88,-1110.2630661684486
89,-1110.2630661684486
90,-1110.2630661684486
91,-1110.2630661684486
92,-1110.2630661684486
93,-1110.2630661684486
94,-1110.2630661684486
95,-1110.2630661684486
96,-1110.2630661684486
97,-1110.2630661684486
98,-1110.2630661684486
99,-1110.2630661684486
100,-1110.2630661684486
101,-1110.2630661684486
102,-1110.2630661684486
103,-1110.2630661684486
104,-1110.2630661684486
105,-1110.2630661684486
106,-1110.2630661684486
107,-1110.2630661684486
108,-1110.2630661684486
109,-1110.2630661684486
110,-1110.2630661684486
111,-1110.2630661684486
112,-1110.2630661684486
113,-1110.2630661684486
114,-1110.2630661684486
115,-1110.2630661684486
116,-1110.2630661684486
117,-1110.2630661684486
118,-1110.2630661684486
119,-1110.2630661684486
120,-1110.2630661684486
121,-1110.2630661684486
122,-1110.2630661684486
123,-1110.2630661684486
124,-1110.2630661684486
125,-1110.2630661684486
126,-1110.2630661684486
127,-1110.2630661684486
128,-1110.2630661684486
129,-1110.2630661684486
130,-1110.2630661684486
131,-1110.2630661684486
132,-1110.2630661684486
133,-1110.2630661684486
134,-1110.2630661684486
135,-1110.2630661684486
136,-1110.2630661684486
137,-1110.2630661684486
138,-1110.2630661684486
139,-1110.2630661684486
140,-1110.2630661684486
141,-1110.2630661684486
142,-1110.2630661684486
143,-1110.2630661684486
144,-1110.2630661684486
145,-1110.2630661684486
146,-1110.2630661684486
147,-1110.2630661684486
148,-1110.2630661684486
149,-1110.2630661684486
150,-1110.2630661684486
151,-1110.2630661684486
152,-1110.2630661684486
153,-1110.2630661684486
154,-1110.2630661684486
155,-1110.2630661684486
156,-1110.2630661684486
157,-1110.2630661684486
158,-1110.2630661684486
159,-1110.2630661684486
160,-1110.2630661684486
161,-1110.2630661684486
162,-1110.2630661684486
163,-1110.2630661684486
164,-1110.2630661684486
165,-1110.2630661684486
166,-1110.2630661684486
167,-1110.2630661684486
168,-1110.2630661684486
169,-1110.2630661684486
170,-1110.2630661684486
171,-1110.2630661684486
172,-1110.2630661684486
173,-1110.2630661684486
174,-1110.2630661684486
175,-1110.2630661684486
176,-1110.2630661684486
177,-1110.2630661684486
178,-1110.2630661684486
179,-1110.2630661684486
180,-1110.2630661684486
181,-1110.2630661684486
182,-1110.2630661684486
183,-1110.2630661684486
184,-1110.2630661684486
185,-1110.2630661684486
186,-1110.2630661684486
187,-1110.2630661684486
188,-1110.2630661684486
189,-1110.2630661684486
190,-1110.2630661684486
191,-1110.2630661684486
192,-1110.2630661684486
193,-1110.2630661684486
194,-1110.2630661684486
195,-1110.2630661684486
196,-1110.2630661684486
197,-1110.2630661684486
198,-1110.2630661684486
199,-1110.2630661684486
200,-1110.2630661684486
201,-1110.2630661684486
202,-1110.2630661684486
203,-1110.2630661684486
204,-1110.2630661684486
205,-1110.2630661684486
206,-1110.2630661684486
207,-1110.2630661684486
208,-1110.2630661684486
209,-1110.2630661684486
210,-1110.2630661684486
211,-1110.2630661684486
212,-1110.2630661684486
213,-1110.2630661684486
214,-1110.2630661684486
215,-1110.2630661684486
216,-1110.2630661684486
217,-1110.2630661684486
218,-1110.2630661684486
219,-1110.2630661684486
220,-1110.2630661684486
221,-1110.2630661684486
222,-1110.2630661684486
223,-1110.2630661684486
224,-1110.2630661684486
225,-1110.2630661684486
226,-1110.2630661684486
227,-1110.2630661684486
