iteration,participant_stages_at_the_start_of_this_round,should_revert_to_max_likelihood_order,new_order_to_test,new_order_likelihood,max_likelihood_up_until_now,all_participant_ln_likelihood_is_larger,accepted_order,accepted_likelihood,participant_stages_at_the_end_of_iteration,acceptance_ratio,actualy_reverted
529,"[3. 0. 1. 4. 2. 2. 0. 1. 3. 2. 4. 0. 3. 4. 2. 0. 1. 0. 0. 5. 5. 0. 4. 1.
 5. 1. 1. 1. 2. 4. 2. 2. 1. 2. 1. 1. 2. 0. 2. 3. 1. 1. 0. 2. 4. 0. 2. 4.
 1. 0. 1. 4. 2. 1. 4. 4. 1. 0. 1. 5. 5. 4. 0. 1. 1. 2. 0. 5. 4. 0. 2. 1.
 1. 3. 4. 5. 1. 5. 2. 1. 5. 1. 5. 5. 1. 5. 1. 0. 3. 2. 0. 2. 1. 0. 4. 4.
 2. 2. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1703.5553462109149,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[5. 0. 1. 1. 1. 2. 0. 1. 4. 2. 5. 0. 3. 5. 2. 0. 1. 0. 0. 1. 3. 0. 1. 1.
 3. 1. 1. 1. 1. 2. 2. 4. 1. 2. 1. 2. 1. 0. 1. 3. 1. 1. 0. 5. 4. 0. 2. 5.
 1. 0. 1. 4. 4. 1. 4. 5. 5. 0. 1. 4. 5. 5. 0. 1. 1. 2. 0. 2. 3. 0. 2. 1.
 1. 5. 4. 3. 1. 4. 5. 1. 4. 1. 3. 5. 1. 4. 1. 0. 5. 2. 0. 3. 1. 0. 2. 4.
 3. 2. 0. 0.]",2.268431001890359,
530,"[5. 0. 1. 1. 1. 2. 0. 1. 4. 2. 5. 0. 3. 5. 2. 0. 1. 0. 0. 1. 3. 0. 1. 1.
 3. 1. 1. 1. 1. 2. 2. 4. 1. 2. 1. 2. 1. 0. 1. 3. 1. 1. 0. 5. 4. 0. 2. 5.
 1. 0. 1. 4. 4. 1. 4. 5. 5. 0. 1. 4. 5. 5. 0. 1. 1. 2. 0. 2. 3. 0. 2. 1.
 1. 5. 4. 3. 1. 4. 5. 1. 4. 1. 3. 5. 1. 4. 1. 0. 5. 2. 0. 3. 1. 0. 2. 4.
 3. 2. 0. 0.]",False,"{'HIP-FCI': 5, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 1, 'FUS-GMI': 3}",-1736.8830392082978,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[4. 0. 1. 1. 1. 2. 0. 1. 4. 2. 5. 0. 2. 4. 5. 0. 1. 0. 0. 1. 4. 0. 1. 1.
 5. 1. 1. 1. 1. 5. 2. 5. 1. 5. 1. 1. 1. 0. 1. 4. 1. 1. 0. 2. 5. 0. 4. 3.
 1. 0. 1. 4. 2. 1. 4. 5. 2. 0. 1. 4. 4. 3. 0. 1. 1. 3. 0. 1. 2. 0. 2. 1.
 1. 5. 4. 4. 1. 2. 3. 1. 2. 1. 4. 4. 1. 5. 1. 0. 4. 5. 0. 2. 1. 0. 2. 5.
 3. 2. 0. 0.]",2.2641509433962264,
531,"[4. 0. 1. 1. 1. 2. 0. 1. 4. 2. 5. 0. 2. 4. 5. 0. 1. 0. 0. 1. 4. 0. 1. 1.
 5. 1. 1. 1. 1. 5. 2. 5. 1. 5. 1. 1. 1. 0. 1. 4. 1. 1. 0. 2. 5. 0. 4. 3.
 1. 0. 1. 4. 2. 1. 4. 5. 2. 0. 1. 4. 4. 3. 0. 1. 1. 3. 0. 1. 2. 0. 2. 1.
 1. 5. 4. 4. 1. 2. 3. 1. 2. 1. 4. 4. 1. 5. 1. 0. 4. 5. 0. 2. 1. 0. 2. 5.
 3. 2. 0. 0.]",False,"{'HIP-FCI': 5, 'HIP-GMI': 2, 'FUS-FCI': 1, 'PCC-FCI': 4, 'FUS-GMI': 3}",-1746.0147012005714,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[5. 0. 1. 1. 1. 2. 0. 1. 2. 5. 5. 0. 2. 5. 2. 0. 1. 0. 0. 1. 3. 0. 1. 1.
 4. 1. 1. 1. 1. 2. 2. 3. 1. 4. 1. 1. 1. 0. 1. 3. 1. 1. 0. 2. 3. 0. 4. 5.
 1. 0. 1. 3. 2. 1. 5. 3. 1. 0. 1. 5. 3. 5. 0. 1. 1. 4. 0. 1. 2. 0. 2. 1.
 1. 5. 4. 3. 1. 2. 2. 1. 2. 1. 4. 5. 1. 4. 1. 0. 5. 2. 0. 4. 1. 0. 2. 4.
 2. 2. 0. 0.]",2.2598870056497176,
532,"[5. 0. 1. 1. 1. 2. 0. 1. 2. 5. 5. 0. 2. 5. 2. 0. 1. 0. 0. 1. 3. 0. 1. 1.
 4. 1. 1. 1. 1. 2. 2. 3. 1. 4. 1. 1. 1. 0. 1. 3. 1. 1. 0. 2. 3. 0. 4. 5.
 1. 0. 1. 3. 2. 1. 5. 3. 1. 0. 1. 5. 3. 5. 0. 1. 1. 4. 0. 1. 2. 0. 2. 1.
 1. 5. 4. 3. 1. 2. 2. 1. 2. 1. 4. 5. 1. 4. 1. 0. 5. 2. 0. 4. 1. 0. 2. 4.
 2. 2. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1679.0069304444037,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[4. 0. 1. 1. 1. 2. 0. 1. 4. 2. 4. 0. 2. 5. 2. 0. 1. 0. 0. 1. 3. 0. 1. 1.
 5. 1. 1. 1. 1. 2. 4. 4. 1. 5. 1. 1. 1. 0. 1. 3. 1. 1. 0. 4. 4. 0. 5. 3.
 1. 0. 1. 3. 2. 1. 4. 4. 1. 0. 1. 5. 4. 3. 0. 1. 1. 2. 0. 1. 2. 0. 2. 1.
 1. 5. 5. 3. 1. 2. 2. 1. 2. 1. 5. 3. 1. 5. 1. 0. 5. 2. 0. 5. 1. 0. 3. 3.
 2. 2. 0. 0.]",2.255639097744361,
533,"[4. 0. 1. 1. 1. 2. 0. 1. 4. 2. 4. 0. 2. 5. 2. 0. 1. 0. 0. 1. 3. 0. 1. 1.
 5. 1. 1. 1. 1. 2. 4. 4. 1. 5. 1. 1. 1. 0. 1. 3. 1. 1. 0. 4. 4. 0. 5. 3.
 1. 0. 1. 3. 2. 1. 4. 4. 1. 0. 1. 5. 4. 3. 0. 1. 1. 2. 0. 1. 2. 0. 2. 1.
 1. 5. 5. 3. 1. 2. 2. 1. 2. 1. 5. 3. 1. 5. 1. 0. 5. 2. 0. 5. 1. 0. 3. 3.
 2. 2. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 5, 'FUS-FCI': 4, 'PCC-FCI': 2, 'FUS-GMI': 3}",-1781.8411326274809,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[5. 0. 4. 3. 1. 2. 0. 1. 1. 1. 5. 0. 1. 5. 2. 0. 4. 0. 0. 2. 5. 0. 1. 2.
 3. 1. 2. 3. 1. 1. 1. 5. 2. 2. 2. 2. 2. 0. 1. 3. 1. 1. 0. 2. 5. 0. 2. 5.
 1. 0. 2. 5. 2. 1. 4. 5. 1. 0. 2. 5. 3. 3. 0. 3. 2. 2. 0. 2. 1. 0. 1. 1.
 1. 5. 5. 4. 1. 1. 2. 2. 2. 2. 5. 5. 2. 4. 2. 0. 5. 1. 0. 5. 2. 0. 1. 5.
 2. 5. 0. 0.]",2.25140712945591,
534,"[5. 0. 4. 3. 1. 2. 0. 1. 1. 1. 5. 0. 1. 5. 2. 0. 4. 0. 0. 2. 5. 0. 1. 2.
 3. 1. 2. 3. 1. 1. 1. 5. 2. 2. 2. 2. 2. 0. 1. 3. 1. 1. 0. 2. 5. 0. 2. 5.
 1. 0. 2. 5. 2. 1. 4. 5. 1. 0. 2. 5. 3. 3. 0. 3. 2. 2. 0. 2. 1. 0. 1. 1.
 1. 5. 5. 4. 1. 1. 2. 2. 2. 2. 5. 5. 2. 4. 2. 0. 5. 1. 0. 5. 2. 0. 1. 5.
 2. 5. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 4, 'FUS-FCI': 2, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1794.5903730797208,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[4. 0. 2. 3. 1. 1. 0. 1. 1. 2. 3. 0. 1. 5. 1. 0. 1. 0. 0. 2. 3. 0. 1. 2.
 5. 2. 2. 2. 2. 3. 1. 2. 1. 1. 1. 2. 2. 0. 3. 5. 1. 1. 0. 5. 5. 0. 1. 4.
 1. 0. 1. 5. 3. 1. 4. 5. 2. 0. 2. 3. 5. 5. 0. 1. 2. 1. 0. 1. 1. 0. 1. 1.
 2. 3. 3. 5. 1. 1. 2. 2. 2. 1. 4. 4. 2. 3. 1. 0. 4. 2. 0. 1. 2. 0. 5. 3.
 1. 1. 0. 0.]",2.247191011235955,
535,"[4. 0. 2. 3. 1. 1. 0. 1. 1. 2. 3. 0. 1. 5. 1. 0. 1. 0. 0. 2. 3. 0. 1. 2.
 5. 2. 2. 2. 2. 3. 1. 2. 1. 1. 1. 2. 2. 0. 3. 5. 1. 1. 0. 5. 5. 0. 1. 4.
 1. 0. 1. 5. 3. 1. 4. 5. 2. 0. 2. 3. 5. 5. 0. 1. 2. 1. 0. 1. 1. 0. 1. 1.
 2. 3. 3. 5. 1. 1. 2. 2. 2. 1. 4. 4. 2. 3. 1. 0. 4. 2. 0. 1. 2. 0. 5. 3.
 1. 1. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 3, 'PCC-FCI': 5, 'FUS-GMI': 4}",-1830.1882957760367,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[4. 0. 3. 2. 1. 3. 0. 3. 3. 1. 4. 0. 3. 5. 4. 0. 2. 0. 0. 3. 4. 0. 2. 3.
 5. 2. 3. 1. 2. 3. 3. 3. 3. 3. 1. 1. 3. 0. 5. 4. 4. 3. 0. 3. 4. 0. 2. 3.
 3. 0. 2. 4. 2. 1. 4. 4. 2. 0. 2. 5. 4. 5. 0. 3. 2. 2. 0. 1. 1. 0. 3. 2.
 1. 4. 4. 5. 2. 2. 2. 1. 3. 3. 5. 1. 2. 5. 1. 0. 4. 4. 0. 2. 2. 0. 3. 4.
 5. 2. 0. 0.]",2.2429906542056073,
536,"[4. 0. 3. 2. 1. 3. 0. 3. 3. 1. 4. 0. 3. 5. 4. 0. 2. 0. 0. 3. 4. 0. 2. 3.
 5. 2. 3. 1. 2. 3. 3. 3. 3. 3. 1. 1. 3. 0. 5. 4. 4. 3. 0. 3. 4. 0. 2. 3.
 3. 0. 2. 4. 2. 1. 4. 4. 2. 0. 2. 5. 4. 5. 0. 3. 2. 2. 0. 1. 1. 0. 3. 2.
 1. 4. 4. 5. 2. 2. 2. 1. 3. 3. 5. 1. 2. 5. 1. 0. 4. 4. 0. 2. 2. 0. 3. 4.
 5. 2. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 4, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 3}",-1790.4238295973605,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[5. 0. 2. 2. 1. 2. 0. 2. 5. 1. 4. 0. 1. 3. 3. 0. 2. 0. 0. 1. 3. 0. 4. 3.
 4. 1. 2. 2. 2. 2. 1. 1. 2. 2. 1. 2. 1. 0. 2. 4. 1. 2. 0. 5. 4. 0. 1. 4.
 2. 0. 1. 4. 4. 1. 3. 5. 1. 0. 1. 5. 5. 5. 0. 1. 3. 4. 0. 1. 4. 0. 4. 1.
 1. 3. 5. 4. 2. 1. 2. 1. 1. 2. 3. 5. 2. 5. 2. 0. 4. 3. 0. 2. 1. 0. 5. 5.
 5. 4. 0. 0.]",2.2388059701492535,
537,"[5. 0. 2. 2. 1. 2. 0. 2. 5. 1. 4. 0. 1. 3. 3. 0. 2. 0. 0. 1. 3. 0. 4. 3.
 4. 1. 2. 2. 2. 2. 1. 1. 2. 2. 1. 2. 1. 0. 2. 4. 1. 2. 0. 5. 4. 0. 1. 4.
 2. 0. 1. 4. 4. 1. 3. 5. 1. 0. 1. 5. 5. 5. 0. 1. 3. 4. 0. 1. 4. 0. 4. 1.
 1. 3. 5. 4. 2. 1. 2. 1. 1. 2. 3. 5. 2. 5. 2. 0. 4. 3. 0. 2. 1. 0. 5. 5.
 5. 4. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 3, 'FUS-GMI': 5}",-1830.4575389650433,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[5. 0. 1. 1. 1. 4. 0. 1. 2. 2. 5. 0. 4. 5. 2. 0. 1. 0. 0. 1. 5. 0. 1. 3.
 5. 1. 2. 2. 1. 3. 2. 4. 5. 1. 2. 5. 3. 0. 1. 5. 2. 1. 0. 3. 5. 0. 2. 3.
 1. 0. 2. 5. 2. 2. 4. 5. 3. 0. 2. 2. 5. 4. 0. 4. 1. 5. 0. 2. 5. 0. 2. 2.
 2. 5. 5. 3. 1. 4. 3. 3. 3. 1. 5. 4. 1. 4. 4. 0. 5. 4. 0. 3. 4. 0. 4. 2.
 5. 2. 0. 0.]",2.2346368715083798,
538,"[5. 0. 1. 1. 1. 4. 0. 1. 2. 2. 5. 0. 4. 5. 2. 0. 1. 0. 0. 1. 5. 0. 1. 3.
 5. 1. 2. 2. 1. 3. 2. 4. 5. 1. 2. 5. 3. 0. 1. 5. 2. 1. 0. 3. 5. 0. 2. 3.
 1. 0. 2. 5. 2. 2. 4. 5. 3. 0. 2. 2. 5. 4. 0. 4. 1. 5. 0. 2. 5. 0. 2. 2.
 2. 5. 5. 3. 1. 4. 3. 3. 3. 1. 5. 4. 1. 4. 4. 0. 5. 4. 0. 3. 4. 0. 4. 2.
 5. 2. 0. 0.]",False,"{'HIP-FCI': 4, 'HIP-GMI': 2, 'FUS-FCI': 1, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1784.8553417974747,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[5. 0. 1. 1. 1. 2. 0. 1. 5. 3. 5. 0. 2. 3. 2. 0. 1. 0. 0. 2. 5. 0. 1. 1.
 5. 2. 1. 1. 1. 5. 2. 2. 1. 5. 2. 1. 1. 0. 1. 3. 2. 5. 0. 2. 3. 0. 3. 2.
 1. 0. 1. 4. 3. 1. 5. 5. 2. 0. 1. 4. 5. 4. 0. 1. 1. 4. 0. 5. 2. 0. 3. 1.
 1. 4. 4. 3. 1. 3. 4. 1. 2. 1. 5. 3. 3. 5. 1. 0. 4. 2. 0. 5. 1. 0. 2. 4.
 5. 5. 0. 0.]",2.2304832713754648,
539,"[5. 0. 1. 1. 1. 2. 0. 1. 5. 3. 5. 0. 2. 3. 2. 0. 1. 0. 0. 2. 5. 0. 1. 1.
 5. 2. 1. 1. 1. 5. 2. 2. 1. 5. 2. 1. 1. 0. 1. 3. 2. 5. 0. 2. 3. 0. 3. 2.
 1. 0. 1. 4. 3. 1. 5. 5. 2. 0. 1. 4. 5. 4. 0. 1. 1. 4. 0. 5. 2. 0. 3. 1.
 1. 4. 4. 3. 1. 3. 4. 1. 2. 1. 5. 3. 3. 5. 1. 0. 4. 2. 0. 5. 1. 0. 2. 4.
 5. 5. 0. 0.]",False,"{'HIP-FCI': 4, 'HIP-GMI': 2, 'FUS-FCI': 1, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1749.7605022462346,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[4. 0. 1. 5. 1. 5. 0. 1. 4. 4. 5. 0. 4. 5. 2. 0. 1. 0. 0. 1. 4. 0. 1. 1.
 5. 1. 1. 1. 1. 5. 4. 3. 1. 2. 1. 1. 1. 0. 5. 3. 1. 5. 0. 2. 5. 0. 4. 4.
 1. 0. 1. 5. 2. 1. 4. 5. 1. 0. 1. 5. 4. 4. 0. 1. 4. 2. 0. 2. 5. 0. 2. 1.
 1. 3. 4. 5. 1. 5. 2. 1. 5. 2. 4. 5. 2. 4. 1. 0. 4. 2. 0. 5. 1. 0. 2. 5.
 5. 2. 0. 0.]",2.226345083487941,
540,"[4. 0. 1. 5. 1. 5. 0. 1. 4. 4. 5. 0. 4. 5. 2. 0. 1. 0. 0. 1. 4. 0. 1. 1.
 5. 1. 1. 1. 1. 5. 4. 3. 1. 2. 1. 1. 1. 0. 5. 3. 1. 5. 0. 2. 5. 0. 4. 4.
 1. 0. 1. 5. 2. 1. 4. 5. 1. 0. 1. 5. 4. 4. 0. 1. 4. 2. 0. 2. 5. 0. 2. 1.
 1. 3. 4. 5. 1. 5. 2. 1. 5. 2. 4. 5. 2. 4. 1. 0. 4. 2. 0. 5. 1. 0. 2. 5.
 5. 2. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 5, 'FUS-FCI': 2, 'PCC-FCI': 4, 'FUS-GMI': 3}",-1798.8437056618532,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[4. 0. 2. 2. 1. 5. 0. 3. 2. 2. 4. 0. 2. 5. 5. 0. 2. 0. 0. 3. 4. 0. 4. 2.
 5. 1. 3. 2. 2. 1. 2. 5. 2. 4. 1. 2. 2. 0. 1. 3. 2. 1. 0. 3. 4. 0. 1. 5.
 1. 0. 2. 3. 2. 4. 3. 3. 2. 0. 2. 3. 5. 5. 0. 1. 3. 5. 0. 2. 1. 0. 5. 2.
 2. 3. 5. 3. 2. 3. 5. 1. 2. 1. 4. 5. 2. 5. 2. 0. 5. 1. 0. 4. 2. 0. 2. 5.
 5. 2. 0. 0.]",2.2222222222222223,
541,"[4. 0. 2. 2. 1. 5. 0. 3. 2. 2. 4. 0. 2. 5. 5. 0. 2. 0. 0. 3. 4. 0. 4. 2.
 5. 1. 3. 2. 2. 1. 2. 5. 2. 4. 1. 2. 2. 0. 1. 3. 2. 1. 0. 3. 4. 0. 1. 5.
 1. 0. 2. 3. 2. 4. 3. 3. 2. 0. 2. 3. 5. 5. 0. 1. 3. 5. 0. 2. 1. 0. 5. 2.
 2. 3. 5. 3. 2. 3. 5. 1. 2. 1. 4. 5. 2. 5. 2. 0. 5. 1. 0. 4. 2. 0. 2. 5.
 5. 2. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 5, 'PCC-FCI': 4, 'FUS-GMI': 3}",-1769.7993177594487,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[5. 0. 1. 5. 1. 2. 0. 3. 4. 2. 5. 0. 4. 4. 3. 0. 1. 0. 0. 2. 5. 0. 1. 1.
 5. 1. 2. 1. 1. 2. 2. 5. 2. 4. 1. 1. 1. 0. 1. 4. 3. 1. 0. 5. 5. 0. 2. 4.
 1. 0. 1. 4. 2. 1. 2. 3. 2. 0. 1. 3. 4. 4. 0. 1. 2. 2. 0. 2. 2. 0. 2. 1.
 1. 5. 4. 4. 1. 2. 2. 1. 2. 1. 4. 5. 1. 5. 1. 0. 4. 4. 0. 5. 1. 0. 2. 4.
 4. 5. 0. 0.]",2.2181146025878005,
542,"[5. 0. 1. 5. 1. 2. 0. 3. 4. 2. 5. 0. 4. 4. 3. 0. 1. 0. 0. 2. 5. 0. 1. 1.
 5. 1. 2. 1. 1. 2. 2. 5. 2. 4. 1. 1. 1. 0. 1. 4. 3. 1. 0. 5. 5. 0. 2. 4.
 1. 0. 1. 4. 2. 1. 2. 3. 2. 0. 1. 3. 4. 4. 0. 1. 2. 2. 0. 2. 2. 0. 2. 1.
 1. 5. 4. 4. 1. 2. 2. 1. 2. 1. 4. 5. 1. 5. 1. 0. 4. 4. 0. 5. 1. 0. 2. 4.
 4. 5. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 5, 'FUS-FCI': 4, 'PCC-FCI': 2, 'FUS-GMI': 3}",-1790.7817785284876,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[5. 0. 1. 3. 1. 2. 0. 2. 1. 1. 5. 0. 2. 5. 5. 0. 1. 0. 0. 1. 3. 0. 2. 1.
 5. 2. 4. 1. 3. 2. 2. 5. 2. 2. 1. 2. 2. 0. 2. 5. 1. 2. 0. 2. 5. 0. 4. 5.
 2. 0. 2. 4. 2. 2. 5. 3. 1. 0. 1. 5. 5. 3. 0. 2. 2. 3. 0. 2. 2. 0. 1. 1.
 1. 4. 5. 4. 3. 1. 1. 4. 2. 2. 5. 4. 2. 4. 2. 0. 5. 1. 0. 2. 1. 0. 2. 5.
 3. 1. 0. 0.]",2.2140221402214024,
543,"[5. 0. 1. 3. 1. 2. 0. 2. 1. 1. 5. 0. 2. 5. 5. 0. 1. 0. 0. 1. 3. 0. 2. 1.
 5. 2. 4. 1. 3. 2. 2. 5. 2. 2. 1. 2. 2. 0. 2. 5. 1. 2. 0. 2. 5. 0. 4. 5.
 2. 0. 2. 4. 2. 2. 5. 3. 1. 0. 1. 5. 5. 3. 0. 2. 2. 3. 0. 2. 2. 0. 1. 1.
 1. 4. 5. 4. 3. 1. 1. 4. 2. 2. 5. 4. 2. 4. 2. 0. 5. 1. 0. 2. 1. 0. 2. 5.
 3. 1. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 2, 'PCC-FCI': 5, 'FUS-GMI': 4}",-1822.0710632070573,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[5. 0. 4. 5. 2. 5. 0. 1. 5. 3. 5. 0. 5. 5. 3. 0. 1. 0. 0. 2. 4. 0. 1. 3.
 5. 1. 2. 2. 2. 2. 4. 5. 1. 4. 5. 3. 4. 0. 2. 4. 1. 1. 0. 5. 4. 0. 2. 5.
 1. 0. 2. 4. 5. 1. 3. 5. 1. 0. 1. 4. 4. 3. 0. 2. 1. 3. 0. 1. 3. 0. 2. 1.
 1. 2. 4. 4. 3. 1. 4. 1. 4. 1. 4. 5. 1. 5. 3. 0. 2. 3. 0. 5. 2. 0. 3. 5.
 3. 1. 0. 0.]",2.2099447513812156,
544,"[5. 0. 4. 5. 2. 5. 0. 1. 5. 3. 5. 0. 5. 5. 3. 0. 1. 0. 0. 2. 4. 0. 1. 3.
 5. 1. 2. 2. 2. 2. 4. 5. 1. 4. 5. 3. 4. 0. 2. 4. 1. 1. 0. 5. 4. 0. 2. 5.
 1. 0. 2. 4. 5. 1. 3. 5. 1. 0. 1. 4. 4. 3. 0. 2. 1. 3. 0. 1. 3. 0. 2. 1.
 1. 2. 4. 4. 3. 1. 4. 1. 4. 1. 4. 5. 1. 5. 3. 0. 2. 3. 0. 5. 2. 0. 3. 5.
 3. 1. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 3, 'FUS-GMI': 5}",-1807.273124635964,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[2. 0. 3. 5. 1. 4. 0. 1. 4. 3. 5. 0. 5. 3. 3. 0. 5. 0. 0. 1. 5. 0. 1. 5.
 3. 1. 1. 1. 2. 3. 2. 4. 3. 3. 2. 2. 4. 0. 1. 1. 1. 2. 0. 3. 4. 0. 5. 4.
 5. 0. 1. 5. 4. 1. 5. 5. 3. 0. 1. 5. 2. 2. 0. 1. 1. 3. 0. 1. 4. 0. 3. 5.
 1. 5. 5. 5. 1. 2. 4. 1. 3. 5. 5. 2. 1. 2. 1. 0. 5. 2. 0. 3. 3. 0. 3. 2.
 4. 4. 0. 0.]",2.2058823529411766,
545,"[2. 0. 3. 5. 1. 4. 0. 1. 4. 3. 5. 0. 5. 3. 3. 0. 5. 0. 0. 1. 5. 0. 1. 5.
 3. 1. 1. 1. 2. 3. 2. 4. 3. 3. 2. 2. 4. 0. 1. 1. 1. 2. 0. 3. 4. 0. 5. 4.
 5. 0. 1. 5. 4. 1. 5. 5. 3. 0. 1. 5. 2. 2. 0. 1. 1. 3. 0. 1. 4. 0. 3. 5.
 1. 5. 5. 5. 1. 2. 4. 1. 3. 5. 5. 2. 1. 2. 1. 0. 5. 2. 0. 3. 3. 0. 3. 2.
 4. 4. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1758.1510621847385,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[3. 0. 1. 1. 1. 3. 0. 1. 2. 2. 4. 0. 3. 5. 3. 0. 1. 0. 0. 1. 4. 0. 1. 1.
 5. 1. 1. 1. 1. 3. 4. 5. 1. 2. 1. 1. 1. 0. 1. 3. 3. 1. 0. 4. 5. 0. 5. 3.
 5. 0. 1. 5. 4. 2. 4. 3. 2. 0. 1. 5. 3. 5. 0. 1. 1. 4. 0. 1. 2. 0. 2. 1.
 1. 2. 3. 3. 1. 3. 5. 1. 2. 2. 3. 5. 1. 4. 1. 0. 4. 4. 0. 5. 1. 0. 2. 3.
 4. 5. 0. 0.]",2.2018348623853212,
