iteration,participant_stages_at_the_start_of_this_round,should_revert_to_max_likelihood_order,new_order_to_test,new_order_likelihood,max_likelihood_up_until_now,all_participant_ln_likelihood_is_larger,accepted_order,accepted_likelihood,participant_stages_at_the_end_of_iteration,acceptance_ratio,actualy_reverted
296,"[5. 0. 2. 2. 1. 2. 0. 1. 2. 2. 5. 0. 2. 5. 2. 0. 1. 0. 0. 1. 4. 0. 1. 1.
 5. 2. 1. 1. 1. 2. 2. 2. 1. 5. 1. 2. 1. 0. 1. 4. 1. 2. 0. 2. 4. 0. 3. 5.
 3. 0. 1. 5. 3. 1. 2. 5. 2. 0. 1. 4. 5. 3. 0. 2. 1. 3. 0. 1. 2. 0. 2. 1.
 1. 3. 4. 5. 1. 5. 2. 2. 2. 1. 3. 4. 1. 5. 3. 0. 4. 2. 0. 3. 1. 0. 2. 5.
 5. 2. 0. 0.]",False,"{'HIP-FCI': 3, 'HIP-GMI': 2, 'FUS-FCI': 1, 'PCC-FCI': 5, 'FUS-GMI': 4}",-1762.6866268203237,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[4. 0. 1. 1. 1. 5. 0. 1. 2. 3. 4. 0. 2. 5. 2. 0. 1. 0. 0. 3. 4. 0. 1. 5.
 5. 3. 1. 1. 1. 3. 2. 5. 1. 5. 1. 1. 3. 0. 1. 4. 1. 1. 0. 2. 4. 0. 3. 4.
 1. 0. 4. 5. 2. 1. 2. 4. 2. 0. 1. 4. 4. 5. 0. 1. 2. 3. 0. 2. 3. 0. 3. 1.
 1. 2. 5. 5. 1. 3. 3. 1. 3. 3. 4. 2. 3. 4. 1. 0. 4. 2. 0. 2. 1. 0. 3. 5.
 3. 2. 0. 0.]",4.054054054054054,
297,"[4. 0. 1. 1. 1. 5. 0. 1. 2. 3. 4. 0. 2. 5. 2. 0. 1. 0. 0. 3. 4. 0. 1. 5.
 5. 3. 1. 1. 1. 3. 2. 5. 1. 5. 1. 1. 3. 0. 1. 4. 1. 1. 0. 2. 4. 0. 3. 4.
 1. 0. 4. 5. 2. 1. 2. 4. 2. 0. 1. 4. 4. 5. 0. 1. 2. 3. 0. 2. 3. 0. 3. 1.
 1. 2. 5. 5. 1. 3. 3. 1. 3. 3. 4. 2. 3. 4. 1. 0. 4. 2. 0. 2. 1. 0. 3. 5.
 3. 2. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 2, 'PCC-FCI': 5, 'FUS-GMI': 4}",-1763.2017153453266,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[4. 0. 2. 1. 1. 1. 0. 2. 3. 3. 4. 0. 3. 5. 3. 0. 1. 0. 0. 2. 4. 0. 1. 5.
 5. 1. 2. 2. 2. 1. 1. 3. 3. 3. 1. 1. 1. 0. 2. 4. 2. 2. 0. 3. 5. 0. 2. 4.
 2. 0. 1. 5. 3. 2. 3. 4. 2. 0. 1. 5. 5. 5. 0. 1. 1. 2. 0. 1. 3. 0. 3. 2.
 2. 3. 4. 5. 3. 3. 1. 2. 3. 5. 4. 4. 1. 4. 1. 0. 4. 3. 0. 5. 2. 0. 3. 5.
 3. 1. 0. 0.]",4.040404040404041,
298,"[4. 0. 2. 1. 1. 1. 0. 2. 3. 3. 4. 0. 3. 5. 3. 0. 1. 0. 0. 2. 4. 0. 1. 5.
 5. 1. 2. 2. 2. 1. 1. 3. 3. 3. 1. 1. 1. 0. 2. 4. 2. 2. 0. 3. 5. 0. 2. 4.
 2. 0. 1. 5. 3. 2. 3. 4. 2. 0. 1. 5. 5. 5. 0. 1. 1. 2. 0. 1. 3. 0. 3. 2.
 2. 3. 4. 5. 3. 3. 1. 2. 3. 5. 4. 4. 1. 4. 1. 0. 4. 3. 0. 5. 2. 0. 3. 5.
 3. 1. 0. 0.]",False,"{'HIP-FCI': 5, 'HIP-GMI': 1, 'FUS-FCI': 4, 'PCC-FCI': 2, 'FUS-GMI': 3}",-1815.715550552077,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[3. 0. 4. 5. 1. 3. 0. 2. 2. 1. 3. 0. 5. 5. 2. 0. 2. 0. 0. 5. 5. 0. 1. 1.
 5. 3. 4. 2. 3. 3. 1. 5. 1. 2. 2. 2. 2. 0. 2. 3. 1. 2. 0. 2. 5. 0. 5. 5.
 1. 0. 2. 5. 2. 4. 5. 4. 2. 0. 2. 3. 3. 5. 0. 2. 2. 2. 0. 2. 3. 0. 2. 1.
 1. 4. 4. 3. 1. 2. 1. 1. 1. 4. 5. 4. 1. 4. 1. 0. 3. 2. 0. 2. 2. 0. 1. 4.
 1. 5. 0. 0.]",4.026845637583893,
299,"[3. 0. 4. 5. 1. 3. 0. 2. 2. 1. 3. 0. 5. 5. 2. 0. 2. 0. 0. 5. 5. 0. 1. 1.
 5. 3. 4. 2. 3. 3. 1. 5. 1. 2. 2. 2. 2. 0. 2. 3. 1. 2. 0. 2. 5. 0. 5. 5.
 1. 0. 2. 5. 2. 4. 5. 4. 2. 0. 2. 3. 3. 5. 0. 2. 2. 2. 0. 2. 3. 0. 2. 1.
 1. 4. 4. 3. 1. 2. 1. 1. 1. 4. 5. 4. 1. 4. 1. 0. 3. 2. 0. 2. 2. 0. 1. 4.
 1. 5. 0. 0.]",False,"{'HIP-FCI': 3, 'HIP-GMI': 1, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 2}",-1826.682601582368,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[3. 0. 3. 5. 2. 3. 0. 2. 1. 1. 5. 0. 3. 3. 1. 0. 3. 0. 0. 4. 2. 0. 3. 3.
 4. 4. 2. 1. 2. 5. 1. 4. 5. 2. 3. 1. 5. 0. 2. 2. 3. 2. 0. 1. 4. 0. 5. 5.
 2. 0. 1. 5. 1. 1. 3. 3. 1. 0. 1. 4. 3. 4. 0. 4. 3. 3. 0. 1. 1. 0. 5. 1.
 3. 5. 4. 3. 4. 1. 1. 1. 1. 5. 4. 4. 2. 3. 1. 0. 5. 5. 0. 5. 1. 0. 2. 4.
 5. 4. 0. 0.]",4.013377926421405,
300,"[3. 0. 3. 5. 2. 3. 0. 2. 1. 1. 5. 0. 3. 3. 1. 0. 3. 0. 0. 4. 2. 0. 3. 3.
 4. 4. 2. 1. 2. 5. 1. 4. 5. 2. 3. 1. 5. 0. 2. 2. 3. 2. 0. 1. 4. 0. 5. 5.
 2. 0. 1. 5. 1. 1. 3. 3. 1. 0. 1. 4. 3. 4. 0. 4. 3. 3. 0. 1. 1. 0. 5. 1.
 3. 5. 4. 3. 4. 1. 1. 1. 1. 5. 4. 4. 2. 3. 1. 0. 5. 5. 0. 5. 1. 0. 2. 4.
 5. 4. 0. 0.]",False,"{'HIP-FCI': 4, 'HIP-GMI': 2, 'FUS-FCI': 5, 'PCC-FCI': 1, 'FUS-GMI': 3}",-1871.0886819695017,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[4. 0. 5. 5. 4. 2. 0. 1. 4. 3. 5. 0. 2. 5. 1. 0. 1. 0. 0. 1. 5. 0. 3. 4.
 1. 4. 1. 2. 2. 4. 2. 4. 2. 2. 2. 1. 2. 0. 3. 3. 2. 1. 0. 1. 4. 0. 5. 3.
 1. 0. 1. 4. 3. 4. 5. 5. 1. 0. 1. 5. 4. 4. 0. 4. 1. 2. 0. 4. 5. 0. 2. 5.
 3. 5. 5. 5. 4. 2. 1. 1. 1. 1. 5. 4. 1. 5. 4. 0. 5. 3. 0. 2. 3. 0. 4. 4.
 3. 1. 0. 0.]",4.0,
301,"[4. 0. 5. 5. 4. 2. 0. 1. 4. 3. 5. 0. 2. 5. 1. 0. 1. 0. 0. 1. 5. 0. 3. 4.
 1. 4. 1. 2. 2. 4. 2. 4. 2. 2. 2. 1. 2. 0. 3. 3. 2. 1. 0. 1. 4. 0. 5. 3.
 1. 0. 1. 4. 3. 4. 5. 5. 1. 0. 1. 5. 4. 4. 0. 4. 1. 2. 0. 4. 5. 0. 2. 5.
 3. 5. 5. 5. 4. 2. 1. 1. 1. 1. 5. 4. 1. 5. 4. 0. 5. 3. 0. 2. 3. 0. 4. 4.
 3. 1. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 3, 'PCC-FCI': 5, 'FUS-GMI': 4}",-1789.2759759830503,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[4. 0. 4. 1. 3. 2. 0. 4. 1. 1. 5. 0. 3. 5. 2. 0. 3. 0. 0. 2. 5. 0. 2. 1.
 5. 1. 1. 3. 1. 3. 2. 3. 1. 3. 1. 2. 2. 0. 1. 5. 2. 3. 0. 3. 4. 0. 1. 5.
 1. 0. 3. 4. 2. 3. 4. 4. 1. 0. 3. 4. 5. 5. 0. 1. 2. 3. 0. 2. 1. 0. 2. 1.
 1. 3. 4. 4. 2. 3. 2. 1. 2. 2. 5. 5. 3. 5. 1. 0. 4. 3. 0. 1. 5. 0. 3. 4.
 2. 2. 0. 0.]",3.9867109634551494,
302,"[4. 0. 4. 1. 3. 2. 0. 4. 1. 1. 5. 0. 3. 5. 2. 0. 3. 0. 0. 2. 5. 0. 2. 1.
 5. 1. 1. 3. 1. 3. 2. 3. 1. 3. 1. 2. 2. 0. 1. 5. 2. 3. 0. 3. 4. 0. 1. 5.
 1. 0. 3. 4. 2. 3. 4. 4. 1. 0. 3. 4. 5. 5. 0. 1. 2. 3. 0. 2. 1. 0. 2. 1.
 1. 3. 4. 4. 2. 3. 2. 1. 2. 2. 5. 5. 3. 5. 1. 0. 4. 3. 0. 1. 5. 0. 3. 4.
 2. 2. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 3, 'PCC-FCI': 5, 'FUS-GMI': 4}",-1755.4339071578572,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[5. 0. 4. 1. 3. 2. 0. 4. 4. 3. 5. 0. 3. 4. 2. 0. 1. 0. 0. 1. 4. 0. 2. 1.
 5. 1. 1. 1. 1. 3. 3. 3. 1. 4. 1. 3. 1. 0. 1. 5. 1. 1. 0. 3. 5. 0. 1. 5.
 1. 0. 1. 4. 2. 1. 3. 4. 1. 0. 1. 4. 4. 4. 0. 1. 3. 2. 0. 2. 2. 0. 2. 1.
 1. 3. 4. 4. 1. 3. 3. 1. 2. 1. 4. 5. 3. 5. 1. 0. 5. 2. 0. 3. 3. 0. 2. 4.
 2. 4. 0. 0.]",3.9735099337748343,
303,"[5. 0. 4. 1. 3. 2. 0. 4. 4. 3. 5. 0. 3. 4. 2. 0. 1. 0. 0. 1. 4. 0. 2. 1.
 5. 1. 1. 1. 1. 3. 3. 3. 1. 4. 1. 3. 1. 0. 1. 5. 1. 1. 0. 3. 5. 0. 1. 5.
 1. 0. 1. 4. 2. 1. 3. 4. 1. 0. 1. 4. 4. 4. 0. 1. 3. 2. 0. 2. 2. 0. 2. 1.
 1. 3. 4. 4. 1. 3. 3. 1. 2. 1. 4. 5. 3. 5. 1. 0. 5. 2. 0. 3. 3. 0. 2. 4.
 2. 4. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 5, 'FUS-FCI': 2, 'PCC-FCI': 4, 'FUS-GMI': 3}",-1799.5848626689613,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[5. 0. 4. 1. 1. 2. 0. 3. 2. 1. 5. 0. 1. 5. 2. 0. 1. 0. 0. 2. 5. 0. 4. 1.
 5. 1. 4. 1. 1. 1. 3. 5. 2. 3. 2. 2. 2. 0. 2. 3. 2. 1. 0. 5. 3. 0. 5. 5.
 2. 0. 1. 5. 4. 2. 4. 5. 1. 0. 2. 3. 5. 5. 0. 1. 4. 2. 0. 2. 2. 0. 2. 2.
 2. 5. 3. 5. 1. 1. 1. 4. 1. 3. 3. 4. 1. 5. 1. 0. 5. 1. 0. 1. 1. 0. 2. 3.
 1. 5. 0. 0.]",3.9603960396039604,
304,"[5. 0. 4. 1. 1. 2. 0. 3. 2. 1. 5. 0. 1. 5. 2. 0. 1. 0. 0. 2. 5. 0. 4. 1.
 5. 1. 4. 1. 1. 1. 3. 5. 2. 3. 2. 2. 2. 0. 2. 3. 2. 1. 0. 5. 3. 0. 5. 5.
 2. 0. 1. 5. 4. 2. 4. 5. 1. 0. 2. 3. 5. 5. 0. 1. 4. 2. 0. 2. 2. 0. 2. 2.
 2. 5. 3. 5. 1. 1. 1. 4. 1. 3. 3. 4. 1. 5. 1. 0. 5. 1. 0. 1. 1. 0. 2. 3.
 1. 5. 0. 0.]",False,"{'HIP-FCI': 2, 'HIP-GMI': 1, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1804.5946995733884,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[4. 0. 2. 4. 1. 1. 0. 1. 3. 3. 5. 0. 2. 5. 1. 0. 2. 0. 0. 4. 5. 0. 3. 2.
 5. 2. 2. 2. 1. 2. 1. 4. 1. 2. 2. 1. 2. 0. 2. 3. 2. 2. 0. 4. 5. 0. 1. 3.
 1. 0. 2. 4. 1. 2. 5. 3. 2. 0. 1. 4. 5. 3. 0. 1. 2. 1. 0. 5. 2. 0. 1. 1.
 1. 2. 4. 5. 1. 2. 1. 3. 2. 5. 3. 5. 1. 5. 2. 0. 5. 3. 0. 5. 3. 0. 3. 5.
 5. 1. 0. 0.]",3.9473684210526314,
305,"[4. 0. 2. 4. 1. 1. 0. 1. 3. 3. 5. 0. 2. 5. 1. 0. 2. 0. 0. 4. 5. 0. 3. 2.
 5. 2. 2. 2. 1. 2. 1. 4. 1. 2. 2. 1. 2. 0. 2. 3. 2. 2. 0. 4. 5. 0. 1. 3.
 1. 0. 2. 4. 1. 2. 5. 3. 2. 0. 1. 4. 5. 3. 0. 1. 2. 1. 0. 5. 2. 0. 1. 1.
 1. 2. 4. 5. 1. 2. 1. 3. 2. 5. 3. 5. 1. 5. 2. 0. 5. 3. 0. 5. 3. 0. 3. 5.
 5. 1. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 5, 'FUS-FCI': 4, 'PCC-FCI': 2, 'FUS-GMI': 3}",-1789.937048249105,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[5. 0. 3. 3. 1. 2. 0. 3. 2. 1. 4. 0. 1. 4. 1. 0. 1. 0. 0. 1. 5. 0. 1. 2.
 5. 1. 1. 1. 2. 5. 1. 1. 1. 2. 1. 4. 2. 0. 2. 3. 1. 1. 0. 2. 5. 0. 1. 4.
 1. 0. 1. 5. 2. 2. 5. 5. 1. 0. 2. 5. 3. 5. 0. 1. 2. 1. 0. 3. 1. 0. 4. 2.
 1. 5. 5. 4. 2. 2. 2. 2. 1. 2. 4. 5. 2. 5. 1. 0. 5. 5. 0. 2. 1. 0. 2. 5.
 2. 2. 0. 0.]",3.9344262295081966,
306,"[5. 0. 3. 3. 1. 2. 0. 3. 2. 1. 4. 0. 1. 4. 1. 0. 1. 0. 0. 1. 5. 0. 1. 2.
 5. 1. 1. 1. 2. 5. 1. 1. 1. 2. 1. 4. 2. 0. 2. 3. 1. 1. 0. 2. 5. 0. 1. 4.
 1. 0. 1. 5. 2. 2. 5. 5. 1. 0. 2. 5. 3. 5. 0. 1. 2. 1. 0. 3. 1. 0. 4. 2.
 1. 5. 5. 4. 2. 2. 2. 2. 1. 2. 4. 5. 2. 5. 1. 0. 5. 5. 0. 2. 1. 0. 2. 5.
 2. 2. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 5, 'PCC-FCI': 4, 'FUS-GMI': 3}",-1773.3553043178938,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[3. 0. 5. 4. 2. 1. 0. 3. 3. 2. 5. 0. 2. 5. 1. 0. 3. 0. 0. 1. 4. 0. 1. 1.
 5. 1. 1. 4. 1. 2. 1. 4. 1. 1. 1. 1. 1. 0. 2. 4. 1. 1. 0. 4. 5. 0. 2. 5.
 1. 0. 1. 5. 2. 1. 5. 5. 1. 0. 3. 4. 3. 5. 0. 4. 2. 2. 0. 1. 1. 0. 2. 1.
 1. 5. 4. 4. 3. 2. 3. 1. 2. 1. 4. 4. 1. 4. 2. 0. 5. 1. 0. 4. 5. 0. 2. 3.
 2. 2. 0. 0.]",3.9215686274509802,
307,"[3. 0. 5. 4. 2. 1. 0. 3. 3. 2. 5. 0. 2. 5. 1. 0. 3. 0. 0. 1. 4. 0. 1. 1.
 5. 1. 1. 4. 1. 2. 1. 4. 1. 1. 1. 1. 1. 0. 2. 4. 1. 1. 0. 4. 5. 0. 2. 5.
 1. 0. 1. 5. 2. 1. 5. 5. 1. 0. 3. 4. 3. 5. 0. 4. 2. 2. 0. 1. 1. 0. 2. 1.
 1. 5. 4. 4. 3. 2. 3. 1. 2. 1. 4. 4. 1. 4. 2. 0. 5. 1. 0. 4. 5. 0. 2. 3.
 2. 2. 0. 0.]",False,"{'HIP-FCI': 5, 'HIP-GMI': 1, 'FUS-FCI': 4, 'PCC-FCI': 2, 'FUS-GMI': 3}",-1805.0027226684742,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[5. 0. 4. 5. 1. 2. 0. 1. 2. 4. 5. 0. 1. 5. 1. 0. 2. 0. 0. 1. 5. 0. 3. 2.
 3. 1. 1. 4. 1. 1. 2. 4. 1. 4. 1. 2. 2. 0. 1. 3. 2. 4. 0. 2. 4. 0. 1. 5.
 4. 0. 1. 5. 1. 1. 5. 5. 1. 0. 1. 5. 3. 3. 0. 4. 1. 2. 0. 2. 2. 0. 1. 2.
 1. 5. 5. 3. 1. 1. 1. 4. 2. 1. 5. 4. 4. 5. 1. 0. 5. 2. 0. 2. 2. 0. 1. 3.
 2. 2. 0. 0.]",3.9087947882736156,
308,"[5. 0. 4. 5. 1. 2. 0. 1. 2. 4. 5. 0. 1. 5. 1. 0. 2. 0. 0. 1. 5. 0. 3. 2.
 3. 1. 1. 4. 1. 1. 2. 4. 1. 4. 1. 2. 2. 0. 1. 3. 2. 4. 0. 2. 4. 0. 1. 5.
 4. 0. 1. 5. 1. 1. 5. 5. 1. 0. 1. 5. 3. 3. 0. 4. 1. 2. 0. 2. 2. 0. 1. 2.
 1. 5. 5. 3. 1. 1. 1. 4. 2. 1. 5. 4. 4. 5. 1. 0. 5. 2. 0. 2. 2. 0. 1. 3.
 2. 2. 0. 0.]",False,"{'HIP-FCI': 3, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 1}",-1876.6357205912038,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[2. 0. 3. 5. 3. 3. 0. 2. 3. 4. 4. 0. 2. 4. 2. 0. 3. 0. 0. 1. 3. 0. 1. 1.
 4. 2. 4. 1. 2. 3. 5. 4. 5. 1. 3. 1. 4. 0. 3. 3. 1. 1. 0. 2. 5. 0. 2. 4.
 4. 0. 1. 5. 2. 4. 4. 4. 1. 0. 1. 5. 1. 3. 0. 4. 3. 3. 0. 3. 4. 0. 2. 4.
 1. 4. 4. 1. 4. 3. 2. 4. 4. 3. 4. 3. 1. 4. 1. 0. 5. 5. 0. 4. 1. 0. 2. 2.
 2. 3. 0. 0.]",3.896103896103896,
309,"[2. 0. 3. 5. 3. 3. 0. 2. 3. 4. 4. 0. 2. 4. 2. 0. 3. 0. 0. 1. 3. 0. 1. 1.
 4. 2. 4. 1. 2. 3. 5. 4. 5. 1. 3. 1. 4. 0. 3. 3. 1. 1. 0. 2. 5. 0. 2. 4.
 4. 0. 1. 5. 2. 4. 4. 4. 1. 0. 1. 5. 1. 3. 0. 4. 3. 3. 0. 3. 4. 0. 2. 4.
 1. 4. 4. 1. 4. 3. 2. 4. 4. 3. 4. 3. 1. 4. 1. 0. 5. 5. 0. 4. 1. 0. 2. 2.
 2. 3. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 3, 'PCC-FCI': 5, 'FUS-GMI': 4}",-1801.2763410258958,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[5. 0. 1. 1. 1. 4. 0. 2. 3. 2. 4. 0. 2. 4. 2. 0. 1. 0. 0. 2. 4. 0. 4. 1.
 3. 1. 2. 1. 1. 4. 2. 4. 4. 1. 2. 1. 1. 0. 5. 5. 1. 5. 0. 5. 4. 0. 3. 5.
 1. 0. 1. 5. 5. 1. 4. 4. 2. 0. 1. 5. 4. 2. 0. 3. 4. 2. 0. 1. 5. 0. 2. 2.
 3. 4. 4. 4. 1. 2. 4. 1. 5. 1. 4. 3. 3. 5. 2. 0. 5. 3. 0. 2. 4. 0. 2. 2.
 2. 2. 0. 0.]",3.883495145631068,
310,"[5. 0. 1. 1. 1. 4. 0. 2. 3. 2. 4. 0. 2. 4. 2. 0. 1. 0. 0. 2. 4. 0. 4. 1.
 3. 1. 2. 1. 1. 4. 2. 4. 4. 1. 2. 1. 1. 0. 5. 5. 1. 5. 0. 5. 4. 0. 3. 5.
 1. 0. 1. 5. 5. 1. 4. 4. 2. 0. 1. 5. 4. 2. 0. 3. 4. 2. 0. 1. 5. 0. 2. 2.
 3. 4. 4. 4. 1. 2. 4. 1. 5. 1. 4. 3. 3. 5. 2. 0. 5. 3. 0. 2. 4. 0. 2. 2.
 2. 2. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 5, 'FUS-FCI': 4, 'PCC-FCI': 2, 'FUS-GMI': 3}",-1813.4944852390993,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[5. 0. 2. 1. 2. 1. 0. 2. 3. 2. 5. 0. 1. 5. 1. 0. 1. 0. 0. 2. 3. 0. 2. 2.
 5. 2. 1. 2. 1. 2. 1. 3. 1. 1. 2. 3. 2. 0. 2. 5. 2. 4. 0. 4. 3. 0. 2. 5.
 1. 0. 1. 5. 2. 2. 4. 5. 1. 0. 5. 5. 5. 5. 0. 1. 1. 2. 0. 4. 2. 0. 2. 2.
 1. 5. 4. 3. 4. 2. 1. 5. 2. 1. 4. 4. 1. 5. 2. 0. 5. 2. 0. 2. 1. 0. 1. 5.
 4. 1. 0. 0.]",3.870967741935484,
311,"[5. 0. 2. 1. 2. 1. 0. 2. 3. 2. 5. 0. 1. 5. 1. 0. 1. 0. 0. 2. 3. 0. 2. 2.
 5. 2. 1. 2. 1. 2. 1. 3. 1. 1. 2. 3. 2. 0. 2. 5. 2. 4. 0. 4. 3. 0. 2. 5.
 1. 0. 1. 5. 2. 2. 4. 5. 1. 0. 5. 5. 5. 5. 0. 1. 1. 2. 0. 4. 2. 0. 2. 2.
 1. 5. 4. 3. 4. 2. 1. 5. 2. 1. 4. 4. 1. 5. 2. 0. 5. 2. 0. 2. 1. 0. 1. 5.
 4. 1. 0. 0.]",False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 3, 'PCC-FCI': 5, 'FUS-GMI': 4}",-1808.835856191734,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[5. 0. 3. 1. 2. 5. 0. 1. 2. 3. 5. 0. 2. 5. 2. 0. 1. 0. 0. 3. 4. 0. 1. 3.
 5. 2. 2. 2. 2. 5. 2. 5. 1. 5. 2. 1. 3. 0. 2. 4. 3. 1. 0. 4. 5. 0. 3. 5.
 2. 0. 1. 4. 2. 2. 5. 5. 3. 0. 3. 5. 2. 5. 0. 4. 1. 2. 0. 1. 2. 0. 1. 3.
 1. 2. 5. 4. 2. 3. 3. 1. 3. 3. 4. 4. 3. 4. 2. 0. 5. 2. 0. 3. 3. 0. 2. 5.
 2. 1. 0. 0.]",3.8585209003215435,
312,"[5. 0. 3. 1. 2. 5. 0. 1. 2. 3. 5. 0. 2. 5. 2. 0. 1. 0. 0. 3. 4. 0. 1. 3.
 5. 2. 2. 2. 2. 5. 2. 5. 1. 5. 2. 1. 3. 0. 2. 4. 3. 1. 0. 4. 5. 0. 3. 5.
 2. 0. 1. 4. 2. 2. 5. 5. 3. 0. 3. 5. 2. 5. 0. 4. 1. 2. 0. 1. 2. 0. 1. 3.
 1. 2. 5. 4. 2. 3. 3. 1. 3. 3. 4. 4. 3. 4. 2. 0. 5. 2. 0. 3. 3. 0. 2. 5.
 2. 1. 0. 0.]",False,"{'HIP-FCI': 2, 'HIP-GMI': 1, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1809.3836828620945,-1675.843361905125,False,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 4, 'PCC-FCI': 5, 'FUS-GMI': 3}",-1675.843361905125,"[4. 0. 2. 3. 1. 2. 0. 2. 1. 5. 5. 0. 2. 4. 1. 0. 3. 0. 0. 2. 3. 0. 2. 1.
 5. 2. 1. 2. 2. 2. 3. 5. 2. 1. 2. 1. 1. 0. 1. 3. 2. 4. 0. 1. 5. 0. 2. 5.
 1. 0. 2. 4. 1. 4. 5. 4. 1. 0. 2. 3. 5. 5. 0. 2. 2. 2. 0. 1. 2. 0. 2. 3.
 2. 4. 4. 4. 2. 1. 1. 2. 4. 5. 4. 3. 1. 4. 2. 0. 4. 2. 0. 1. 1. 0. 4. 4.
 3. 2. 0. 0.]",3.8461538461538463,
