iteration,participant_stages_at_the_start_of_this_round,should_revert_to_max_likelihood_order,new_order_to_test,all_participant_ln_likelihood,max_likelihood_up_until_now,all_participant_ln_likelihood_is_larger,accepted_order,accepted_likelihood,participant_stages_at_the_end_of_iteration,acceptance_ratio,actualy_reverted
278,"[0 0 0 2 3 3 0 1 3 3 0 0 3 5 4 0 1 0 0 1 5 0 1 0 4 2 2 2 1 3 0 3 1 3 1 2 0
 0 1 0 1 1 0 5 5 0 1 3 1 0 0 4 3 1 0 5 1 0 2 5 4 4 0 2 0 0 0 1 3 0 3 2 1 1
 5 5 2 3 1 2 3 0 4 0 5 5 1 0 5 5 0 3 2 0 0 4 3 1 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1883.2067711483096,-1878.1474924553313,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1879.800428473285,"[0 0 0 2 1 3 0 1 4 3 0 0 3 5 4 0 1 0 0 2 5 0 2 0 5 2 1 2 1 3 0 5 2 3 1 3 0
 0 1 0 1 1 0 3 5 0 1 5 1 0 0 5 3 1 0 5 3 0 1 5 4 4 0 2 0 0 0 2 1 0 3 1 1 3
 5 4 2 4 3 2 3 0 5 0 1 5 2 0 5 3 0 3 2 0 0 4 3 3 0 0]",13.66906474820144,
279,"[0 0 0 2 1 3 0 1 4 3 0 0 3 5 4 0 1 0 0 2 5 0 2 0 5 2 1 2 1 3 0 5 2 3 1 3 0
 0 1 0 1 1 0 3 5 0 1 5 1 0 0 5 3 1 0 5 3 0 1 5 4 4 0 2 0 0 0 2 1 0 3 1 1 3
 5 4 2 4 3 2 3 0 5 0 1 5 2 0 5 3 0 3 2 0 0 4 3 3 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1880.3306022600466,-1878.1474924553313,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1880.3306022600466,"[0 0 0 2 1 3 0 1 3 3 0 0 3 5 3 0 1 0 0 1 5 0 1 0 4 1 2 1 2 3 0 5 2 3 1 2 0
 0 2 0 1 1 0 5 5 0 1 5 2 0 0 5 3 2 0 4 2 0 2 5 4 4 0 2 0 0 0 1 5 0 3 1 1 5
 5 4 1 3 3 1 3 0 4 0 2 4 1 0 5 3 0 3 2 0 0 4 3 4 0 0]",13.978494623655914,
280,"[0 0 0 2 1 3 0 1 3 3 0 0 3 5 3 0 1 0 0 1 5 0 1 0 4 1 2 1 2 3 0 5 2 3 1 2 0
 0 2 0 1 1 0 5 5 0 1 5 2 0 0 5 3 2 0 4 2 0 2 5 4 4 0 2 0 0 0 1 5 0 3 1 1 5
 5 4 1 3 3 1 3 0 4 0 2 4 1 0 5 3 0 3 2 0 0 4 3 4 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.2940438916992,-1877.2940438916992,True,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.2940438916992,"[0 0 0 2 2 3 0 1 3 3 0 0 3 5 3 0 2 0 0 2 4 0 1 0 4 2 2 1 1 4 0 5 1 3 1 1 0
 0 2 0 2 1 0 3 5 0 2 5 2 0 0 5 3 2 0 5 1 0 1 5 4 4 0 2 0 0 0 2 3 0 4 1 1 5
 4 4 1 3 3 2 4 0 5 0 2 5 2 0 5 3 0 4 2 0 0 4 3 3 0 0]",14.285714285714286,
281,"[0 0 0 2 2 3 0 1 3 3 0 0 3 5 3 0 2 0 0 2 4 0 1 0 4 2 2 1 1 4 0 5 1 3 1 1 0
 0 2 0 2 1 0 3 5 0 2 5 2 0 0 5 3 2 0 5 1 0 1 5 4 4 0 2 0 0 0 2 3 0 4 1 1 5
 4 4 1 3 3 2 4 0 5 0 2 5 2 0 5 3 0 4 2 0 0 4 3 3 0 0]",False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 1 1 3 0 2 4 3 0 0 4 4 3 0 1 0 0 1 4 0 1 0 4 1 1 2 2 3 0 3 1 2 2 2 0
 0 2 0 2 2 0 5 5 0 1 5 2 0 0 4 3 2 0 5 1 0 2 5 4 4 0 2 0 0 0 1 3 0 3 2 2 5
 5 4 2 3 4 1 2 0 4 0 1 3 1 0 5 3 0 3 1 0 0 4 3 3 0 0]",14.590747330960854,
282,"[0 0 0 1 1 3 0 2 4 3 0 0 4 4 3 0 1 0 0 1 4 0 1 0 4 1 1 2 2 3 0 3 1 2 2 2 0
 0 2 0 2 2 0 5 5 0 1 5 2 0 0 4 3 2 0 5 1 0 2 5 4 4 0 2 0 0 0 1 3 0 3 2 2 5
 5 4 2 3 4 1 2 0 4 0 1 3 1 0 5 3 0 3 1 0 0 4 3 3 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1879.683123497418,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 2 1 3 0 2 3 3 0 0 4 5 3 0 2 0 0 2 4 0 1 0 3 2 1 2 1 4 0 5 2 3 1 2 0
 0 2 0 1 2 0 5 5 0 2 4 1 0 0 4 3 1 0 5 2 0 2 5 4 4 0 2 0 0 0 1 3 0 4 1 2 3
 5 4 1 3 4 2 1 0 4 0 2 5 1 0 5 3 0 3 2 0 0 4 3 3 0 0]",14.539007092198581,
283,"[0 0 0 2 1 3 0 2 3 3 0 0 4 5 3 0 2 0 0 2 4 0 1 0 3 2 1 2 1 4 0 5 2 3 1 2 0
 0 2 0 1 2 0 5 5 0 2 4 1 0 0 4 3 1 0 5 2 0 2 5 4 4 0 2 0 0 0 1 3 0 4 1 2 3
 5 4 1 3 4 2 1 0 4 0 2 5 1 0 5 3 0 3 2 0 0 4 3 3 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1878.6607279130415,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 2 1 3 0 1 3 4 0 0 3 4 3 0 1 0 0 2 4 0 2 0 4 2 1 2 1 3 0 5 2 4 1 2 0
 0 2 0 1 1 0 5 5 0 5 5 1 0 0 4 4 1 0 5 2 0 1 5 4 4 0 2 0 0 0 1 3 0 3 2 2 5
 5 4 2 3 3 2 1 0 4 0 1 5 1 0 5 3 0 4 2 0 0 4 3 2 0 0]",14.487632508833922,
284,"[0 0 0 2 1 3 0 1 3 4 0 0 3 4 3 0 1 0 0 2 4 0 2 0 4 2 1 2 1 3 0 5 2 4 1 2 0
 0 2 0 1 1 0 5 5 0 5 5 1 0 0 4 4 1 0 5 2 0 1 5 4 4 0 2 0 0 0 1 3 0 3 2 2 5
 5 4 2 3 3 2 1 0 4 0 1 5 1 0 5 3 0 4 2 0 0 4 3 2 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 5, 'PCC-FCI': 3, 'FUS-GMI': 4}",-1889.0641270940284,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 1 1 3 0 4 3 2 0 0 2 5 2 0 1 0 0 1 4 0 1 0 4 2 1 3 1 3 0 3 1 2 1 1 0
 0 3 0 1 1 0 5 5 0 1 5 1 0 0 4 2 1 0 5 1 0 1 5 4 4 0 2 0 0 0 1 2 0 3 3 1 5
 5 4 3 3 3 3 3 0 4 0 2 5 1 0 4 2 0 3 2 0 0 2 3 3 0 0]",14.43661971830986,
285,"[0 0 0 1 1 3 0 4 3 2 0 0 2 5 2 0 1 0 0 1 4 0 1 0 4 2 1 3 1 3 0 3 1 2 1 1 0
 0 3 0 1 1 0 5 5 0 1 5 1 0 0 4 2 1 0 5 1 0 1 5 4 4 0 2 0 0 0 1 2 0 3 3 1 5
 5 4 3 3 3 3 3 0 4 0 2 5 1 0 4 2 0 3 2 0 0 2 3 3 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1892.9921850380122,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 2 2 1 0 2 1 2 0 0 2 5 3 0 2 0 0 2 4 0 2 0 4 2 1 3 1 2 0 5 1 3 2 1 0
 0 1 0 1 3 0 3 5 0 3 3 3 0 0 4 3 2 0 5 2 0 2 5 4 4 0 3 0 0 0 1 3 0 2 1 1 5
 4 4 1 3 3 2 2 0 5 0 3 5 3 0 4 2 0 3 1 0 0 4 3 1 0 0]",14.385964912280702,
286,"[0 0 0 2 2 1 0 2 1 2 0 0 2 5 3 0 2 0 0 2 4 0 2 0 4 2 1 3 1 2 0 5 1 3 2 1 0
 0 1 0 1 3 0 3 5 0 3 3 3 0 0 4 3 2 0 5 2 0 2 5 4 4 0 3 0 0 0 1 3 0 2 1 1 5
 4 4 1 3 3 2 2 0 5 0 3 5 3 0 4 2 0 3 1 0 0 4 3 1 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 4, 'PCC-FCI': 2, 'FUS-GMI': 5}",-1912.638956276844,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 3 2 2 0 2 3 4 0 0 3 5 3 0 1 0 0 2 5 0 2 0 3 2 1 4 1 3 0 4 2 3 1 2 0
 0 1 0 1 2 0 5 5 0 2 4 1 0 0 5 4 4 0 5 3 0 1 3 3 5 0 1 0 0 0 1 4 0 4 4 4 4
 5 5 2 3 4 2 1 0 5 0 1 5 2 0 3 2 0 4 1 0 0 5 3 3 0 0]",14.335664335664335,
287,"[0 0 0 3 2 2 0 2 3 4 0 0 3 5 3 0 1 0 0 2 5 0 2 0 3 2 1 4 1 3 0 4 2 3 1 2 0
 0 1 0 1 2 0 5 5 0 2 4 1 0 0 5 4 4 0 5 3 0 1 3 3 5 0 1 0 0 0 1 4 0 4 4 4 4
 5 5 2 3 4 2 1 0 5 0 1 5 2 0 3 2 0 4 1 0 0 5 3 3 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1895.5761508013748,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 2 2 2 0 2 3 3 0 0 3 4 4 0 2 0 0 2 4 0 3 0 3 1 1 2 2 3 0 3 1 2 2 1 0
 0 1 0 1 1 0 1 5 0 1 4 1 0 0 5 3 2 0 5 3 0 1 5 4 5 0 1 0 0 0 1 5 0 3 1 2 3
 5 5 2 3 3 1 3 0 4 0 3 5 3 0 5 5 0 4 1 0 0 4 4 3 0 0]",14.285714285714286,
288,"[0 0 0 2 2 2 0 2 3 3 0 0 3 4 4 0 2 0 0 2 4 0 3 0 3 1 1 2 2 3 0 3 1 2 2 1 0
 0 1 0 1 1 0 1 5 0 1 4 1 0 0 5 3 2 0 5 3 0 1 5 4 5 0 1 0 0 0 1 5 0 3 1 2 3
 5 5 2 3 3 1 3 0 4 0 3 5 3 0 5 5 0 4 1 0 0 4 4 3 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1888.4256007866213,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 2 1 4 0 1 3 5 0 0 3 5 1 0 2 0 0 1 5 0 2 0 4 1 1 2 1 3 0 3 2 1 1 2 0
 0 1 0 2 1 0 3 5 0 2 5 1 0 0 4 3 1 0 5 1 0 2 4 4 3 0 2 0 0 0 1 3 0 3 1 1 5
 5 5 2 3 3 1 2 0 4 0 2 4 2 0 5 5 0 3 1 0 0 4 3 3 0 0]",14.23611111111111,
289,"[0 0 0 2 1 4 0 1 3 5 0 0 3 5 1 0 2 0 0 1 5 0 2 0 4 1 1 2 1 3 0 3 2 1 1 2 0
 0 1 0 2 1 0 3 5 0 2 5 1 0 0 4 3 1 0 5 1 0 2 4 4 3 0 2 0 0 0 1 3 0 3 1 1 5
 5 5 2 3 3 1 2 0 4 0 2 4 2 0 5 5 0 3 1 0 0 4 3 3 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 5, 'FUS-FCI': 3, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1901.469619926301,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 2 3 2 0 3 2 2 0 0 3 4 1 0 1 0 0 3 4 0 2 0 4 1 1 3 4 5 0 3 2 2 2 1 0
 0 3 0 1 3 0 1 5 0 4 2 1 0 0 5 1 4 0 4 3 0 1 5 5 4 0 3 0 0 0 2 1 0 5 3 2 3
 4 5 1 2 3 1 2 0 4 0 2 5 3 0 4 2 0 2 3 0 0 5 5 3 0 0]",14.186851211072664,True
290,"[0 0 0 2 3 2 0 3 2 2 0 0 3 4 1 0 1 0 0 3 4 0 2 0 4 1 1 3 4 5 0 3 2 2 2 1 0
 0 3 0 1 3 0 1 5 0 4 2 1 0 0 5 1 4 0 4 3 0 1 5 5 4 0 3 0 0 0 2 1 0 5 3 2 3
 4 5 1 2 3 1 2 0 4 0 2 5 3 0 4 2 0 2 3 0 0 5 5 3 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1901.4433742699332,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 3 2 2 0 2 3 4 0 0 2 4 1 0 3 0 0 2 5 0 2 0 5 1 1 1 2 2 0 2 2 3 1 2 0
 0 1 0 1 1 0 1 4 0 3 4 4 0 0 4 5 1 0 4 3 0 3 1 5 5 0 1 0 0 0 4 5 0 3 1 2 2
 5 5 2 5 4 1 1 0 4 0 4 4 2 0 5 3 0 2 1 0 0 4 3 1 0 0]",14.137931034482758,
291,"[0 0 0 3 2 2 0 2 3 4 0 0 2 4 1 0 3 0 0 2 5 0 2 0 5 1 1 1 2 2 0 2 2 3 1 2 0
 0 1 0 1 1 0 1 4 0 3 4 4 0 0 4 5 1 0 4 3 0 3 1 5 5 0 1 0 0 0 4 5 0 3 1 2 2
 5 5 2 5 4 1 1 0 4 0 4 4 2 0 5 3 0 2 1 0 0 4 3 1 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 4, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 3}",-1906.7293033355554,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 2 3 2 0 4 4 4 0 0 5 5 3 0 2 0 0 2 4 0 2 0 5 2 1 2 1 5 0 2 2 2 2 1 0
 0 2 0 1 2 0 2 5 0 2 1 2 0 0 4 4 2 0 4 1 0 3 4 3 4 0 1 0 0 0 2 1 0 4 1 1 4
 5 5 1 2 4 1 5 0 5 0 3 5 2 0 2 1 0 5 1 0 0 5 2 4 0 0]",14.0893470790378,
292,"[0 0 0 2 3 2 0 4 4 4 0 0 5 5 3 0 2 0 0 2 4 0 2 0 5 2 1 2 1 5 0 2 2 2 2 1 0
 0 2 0 1 2 0 2 5 0 2 1 2 0 0 4 4 2 0 4 1 0 3 4 3 4 0 1 0 0 0 2 1 0 4 1 1 4
 5 5 1 2 4 1 5 0 5 0 3 5 2 0 2 1 0 5 1 0 0 5 2 4 0 0]",True,"{'HIP-FCI': 2, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 1, 'FUS-GMI': 4}",-1901.7583038484343,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 1 2 3 0 1 3 5 0 0 3 5 3 0 2 0 0 1 4 0 2 0 3 2 2 2 1 3 0 5 1 4 1 2 0
 0 4 0 2 3 0 4 5 0 4 4 1 0 0 4 5 1 0 4 1 0 2 4 4 4 0 2 0 0 0 1 3 0 3 1 1 5
 5 4 2 3 3 3 5 0 5 0 2 5 1 0 2 3 0 3 1 0 0 4 3 3 0 0]",14.04109589041096,
293,"[0 0 0 1 2 3 0 1 3 5 0 0 3 5 3 0 2 0 0 1 4 0 2 0 3 2 2 2 1 3 0 5 1 4 1 2 0
 0 4 0 2 3 0 4 5 0 4 4 1 0 0 4 5 1 0 4 1 0 2 4 4 4 0 2 0 0 0 1 3 0 3 1 1 5
 5 4 2 3 3 3 5 0 5 0 2 5 1 0 2 3 0 3 1 0 0 4 3 3 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1885.7856069897377,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 2 1 4 0 1 3 3 0 0 4 5 3 0 1 0 0 2 5 0 3 0 5 1 1 3 1 3 0 5 1 1 2 1 0
 0 1 0 2 1 0 4 5 0 1 3 2 0 0 5 3 2 0 5 1 0 2 5 4 4 0 2 0 0 0 2 3 0 4 1 2 5
 5 4 1 3 4 1 1 0 5 0 2 5 1 0 4 3 0 3 2 0 0 4 3 3 0 0]",13.993174061433447,
294,"[0 0 0 2 1 4 0 1 3 3 0 0 4 5 3 0 1 0 0 2 5 0 3 0 5 1 1 3 1 3 0 5 1 1 2 1 0
 0 1 0 2 1 0 4 5 0 1 3 2 0 0 5 3 2 0 5 1 0 2 5 4 4 0 2 0 0 0 2 3 0 4 1 2 5
 5 4 1 3 4 1 1 0 5 0 2 5 1 0 4 3 0 3 2 0 0 4 3 3 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 2, 'FUS-FCI': 5, 'PCC-FCI': 3, 'FUS-GMI': 4}",-1888.7444548560902,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 3 1 3 0 4 3 2 0 0 3 4 3 0 2 0 0 1 4 0 2 0 5 1 1 1 1 3 0 5 1 3 2 4 0
 0 1 0 1 2 0 3 5 0 1 4 1 0 0 5 4 2 0 5 1 0 1 5 4 4 0 1 0 0 0 1 3 0 1 2 2 1
 5 4 3 2 3 1 3 0 5 0 3 5 1 0 5 2 0 3 1 0 0 4 3 3 0 0]",13.945578231292517,
295,"[0 0 0 3 1 3 0 4 3 2 0 0 3 4 3 0 2 0 0 1 4 0 2 0 5 1 1 1 1 3 0 5 1 3 2 4 0
 0 1 0 1 2 0 3 5 0 1 4 1 0 0 5 4 2 0 5 1 0 1 5 4 4 0 1 0 0 0 1 3 0 1 2 2 1
 5 4 3 2 3 1 3 0 5 0 3 5 1 0 5 2 0 3 1 0 0 4 3 3 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 2, 'PCC-FCI': 5, 'FUS-GMI': 4}",-1894.179869529162,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 3 1 3 0 2 3 3 0 0 3 5 3 0 1 0 0 1 5 0 2 0 5 1 1 1 1 1 0 3 1 3 1 1 0
 0 2 0 3 2 0 3 4 0 1 3 1 0 0 4 3 3 0 5 1 0 2 1 4 5 0 1 0 0 0 1 1 0 3 3 1 4
 5 4 2 3 3 2 2 0 5 0 2 4 1 0 5 3 0 3 3 0 0 4 3 1 0 0]",13.898305084745763,
296,"[0 0 0 3 1 3 0 2 3 3 0 0 3 5 3 0 1 0 0 1 5 0 2 0 5 1 1 1 1 1 0 3 1 3 1 1 0
 0 2 0 3 2 0 3 4 0 1 3 1 0 0 4 3 3 0 5 1 0 2 1 4 5 0 1 0 0 0 1 1 0 3 3 1 4
 5 4 2 3 3 2 2 0 5 0 2 4 1 0 5 3 0 3 3 0 0 4 3 1 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 5, 'FUS-FCI': 2, 'PCC-FCI': 3, 'FUS-GMI': 4}",-1903.0787085880058,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 3 1 2 0 3 1 3 0 0 3 4 1 0 3 0 0 1 4 0 3 0 5 4 2 3 2 1 0 2 1 3 3 3 0
 0 2 0 2 3 0 4 5 0 3 4 3 0 0 4 2 1 0 5 3 0 3 5 5 4 0 3 0 0 0 2 2 0 2 1 2 2
 5 4 1 3 3 3 2 0 4 0 2 4 2 0 5 5 0 3 1 0 0 4 3 1 0 0]",13.85135135135135,True
297,"[0 0 0 3 1 2 0 3 1 3 0 0 3 4 1 0 3 0 0 1 4 0 3 0 5 4 2 3 2 1 0 2 1 3 3 3 0
 0 2 0 2 3 0 4 5 0 3 4 3 0 0 4 2 1 0 5 3 0 3 5 5 4 0 3 0 0 0 2 2 0 2 1 2 2
 5 4 1 3 3 3 2 0 4 0 2 4 2 0 5 5 0 3 1 0 0 4 3 1 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1897.907935221624,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 3 2 2 0 1 3 3 0 0 3 5 3 0 1 0 0 3 4 0 1 0 4 2 1 1 1 3 0 1 1 2 1 5 0
 0 1 0 2 3 0 3 4 0 1 2 1 0 0 4 3 3 0 5 2 0 1 4 5 5 0 2 0 0 0 2 5 0 2 5 2 5
 5 5 1 2 3 1 2 0 5 0 3 4 2 0 5 1 0 3 3 0 0 4 2 3 0 0]",13.804713804713804,
298,"[0 0 0 3 2 2 0 1 3 3 0 0 3 5 3 0 1 0 0 3 4 0 1 0 4 2 1 1 1 3 0 1 1 2 1 5 0
 0 1 0 2 3 0 3 4 0 1 2 1 0 0 4 3 3 0 5 2 0 1 4 5 5 0 2 0 0 0 2 5 0 2 5 2 5
 5 5 1 2 3 1 2 0 5 0 3 4 2 0 5 1 0 3 3 0 0 4 2 3 0 0]",True,"{'HIP-FCI': 2, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 1, 'FUS-GMI': 4}",-1897.1920270542842,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 1 1 3 0 1 3 3 0 0 3 5 3 0 2 0 0 4 4 0 3 0 4 1 1 2 1 2 0 5 3 1 1 1 0
 0 2 0 4 2 0 4 4 0 4 5 2 0 0 4 3 2 0 5 1 0 1 3 4 5 0 3 0 0 0 1 3 0 5 1 1 4
 5 3 2 3 5 2 2 0 5 0 1 5 2 0 4 2 0 4 1 0 0 5 4 2 0 0]",13.758389261744966,
299,"[0 0 0 1 1 3 0 1 3 3 0 0 3 5 3 0 2 0 0 4 4 0 3 0 4 1 1 2 1 2 0 5 3 1 1 1 0
 0 2 0 4 2 0 4 4 0 4 5 2 0 0 4 3 2 0 5 1 0 1 3 4 5 0 3 0 0 0 1 3 0 5 1 1 4
 5 3 2 3 5 2 2 0 5 0 1 5 2 0 4 2 0 4 1 0 0 5 4 2 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1894.3621637876756,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 2 1 4 0 2 3 4 0 0 4 4 3 0 1 0 0 1 5 0 1 0 3 2 1 3 1 3 0 1 2 2 2 2 0
 0 1 0 1 2 0 5 5 0 5 1 1 0 0 5 4 1 0 5 1 0 2 5 4 5 0 3 0 0 0 2 3 0 1 2 2 4
 5 5 1 3 3 2 2 0 5 0 2 5 1 0 5 4 0 3 2 0 0 5 4 3 0 0]",13.7123745819398,
300,"[0 0 0 2 1 4 0 2 3 4 0 0 4 4 3 0 1 0 0 1 5 0 1 0 3 2 1 3 1 3 0 1 2 2 2 2 0
 0 1 0 1 2 0 5 5 0 5 1 1 0 0 5 4 1 0 5 1 0 2 5 4 5 0 3 0 0 0 2 3 0 1 2 2 4
 5 5 1 3 3 2 2 0 5 0 2 5 1 0 5 4 0 3 2 0 0 5 4 3 0 0]",True,"{'HIP-FCI': 1, 'HIP-GMI': 4, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 3}",-1901.2198394169138,-1877.2940438916992,False,"{'HIP-FCI': 1, 'HIP-GMI': 3, 'FUS-FCI': 5, 'PCC-FCI': 2, 'FUS-GMI': 4}",-1877.7940149928295,"[0 0 0 2 1 2 0 1 5 1 0 0 4 5 5 0 2 0 0 2 3 0 2 0 5 2 3 2 1 5 0 5 2 4 2 1 0
 0 2 0 1 2 0 5 5 0 5 2 2 0 0 4 4 2 0 5 1 0 1 5 4 4 0 1 0 0 0 1 2 0 1 1 2 1
 5 4 2 1 2 2 1 0 5 0 4 5 2 0 3 5 0 4 1 0 0 3 4 2 0 0]",13.666666666666666,
